didok;stationsbezeichnung;datum;feiertag;wochentag;national;servicetyp;servicename;closed;von1;bis1;von2;bis2;von3;bis3;unternehmung;key;bpuic
8789;Sörenberg, Post;01.08.2023;Bundesfeiertag;Tuesday;ja;500;Gepäck;;09:00;13:00;;;;;POST;8789-2023-08-01T00:00:00-500;8508789
8789;Sörenberg, Post;18.05.2023;Auffahrt;Thursday;ja;500;Gepäck;ja;;;;;;;POST;8789-2023-05-18T00:00:00-500;8508789
8789;Sörenberg, Post;10.04.2023;Ostermontag;Monday;ja;500;Gepäck;ja;;;;;;;POST;8789-2023-04-10T00:00:00-500;8508789
8789;Sörenberg, Post;09.04.2023;Ostern;Sunday;ja;500;Gepäck;ja;;;;;;;POST;8789-2023-04-09T00:00:00-500;8508789
9002;Landquart;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;07:30;12:00;13:00;17:00;;;SBB;9002-2023-04-10T00:00:00-9999;8509002
9250;Bever;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;ja;;;;;;;RhB;9250-2023-04-08T00:00:00-9999;8509250
9250;Bever;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;RhB;9250-2023-04-07T00:00:00-9999;8509250
9252;Celerina;27.05.2023;Pfingstsamstag;Saturday;ja;9999;Alle Services;ja;;;;;;;RhB;9252-2023-05-27T00:00:00-9999;8509252
9252;Celerina;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;RhB;9252-2023-05-18T00:00:00-9999;8509252
9252;Celerina;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;RhB;9252-2023-04-10T00:00:00-9999;8509252
9258;Zuoz;27.05.2023;Pfingstsamstag;Saturday;ja;9999;Alle Services;ja;;;;;;;RhB;9258-2023-05-27T00:00:00-9999;8509258
9258;Zuoz;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;RhB;9258-2023-04-10T00:00:00-9999;8509258
9258;Zuoz;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;RhB;9258-2023-04-07T00:00:00-9999;8509258
9262;Zernez;10.04.2023;Ostermontag;Monday;ja;500;Gepäck;ja;;;;;;;RhB;9262-2023-04-10T00:00:00-500;8509262
9262;Zernez;10.04.2023;Ostermontag;Monday;ja;1000;Geldwechsel;ja;;;;;;;RhB;9262-2023-04-10T00:00:00-1000;8509262
9262;Zernez;07.04.2023;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;RhB;9262-2023-04-07T00:00:00-100;8509262
9262;Zernez;07.04.2023;Karfreitag;Friday;ja;700;Gepäckaufbewahrung;ja;;;;;;;RhB;9262-2023-04-07T00:00:00-700;8509262
9340;Bellinzona, Ufficio Postale;28.05.2023;Pfingsten;Sunday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2023-05-28T00:00:00-100;8509340
9404;Buchs SG;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;9404-2023-05-18T00:00:00-9999;8509404
9882;Silvaplana, Tourist Information;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;;08:00;12:00;14:00;16:00;;;SBC;9882-2023-04-08T00:00:00-9999;8509882
9882;Silvaplana, Tourist Information;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;08:00;12:00;14:00;16:00;;;SBC;9882-2023-04-07T00:00:00-9999;8509882
10092;Grimentz, office du tourisme;08.06.2023;Fronleichnam;Thursday;ja;500;Gepäck;;09:00;13:00;;;;;POST;10092-2023-06-08T00:00:00-500;8510092
16988;Glattzentrum;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;16988-2023-04-10T00:00:00-9999;8516988
17099;Stadtfiliale Basel;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;17099-2023-05-28T00:00:00-9999;8517099
17099;Stadtfiliale Basel;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;17099-2023-04-08T00:00:00-9999;8517099
17099;Stadtfiliale Basel;06.04.2023;Gründonnerstag;Thursday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;17099-2023-04-06T00:00:00-9999;8517099
18209;Locle TRN, Le;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;TRN;18209-2023-08-01T00:00:00-9999;8518209
18424;Schüpfheim;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;BLS;18424-2023-06-08T00:00:00-9999;8518424
18424;Schüpfheim;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;BLS;18424-2023-05-18T00:00:00-9999;8518424
19152;Biel/Bienne VB;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;VB;19152-2023-08-01T00:00:00-9999;8519152
10;Basel SBB;29.05.2023;Pfingstmontag;Monday;ja;2116;InfoPoint;;08:00;21:30;;;;;SBB;10-2023-05-29T00:00:00-2116;8500010
10;Basel SBB;28.05.2023;Pfingsten;Sunday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;10-2023-05-28T00:00:00-100;8500010
10;Basel SBB;28.05.2023;Pfingsten;Sunday;ja;2116;InfoPoint;;08:00;21:30;;;;;SBB;10-2023-05-28T00:00:00-2116;8500010
10;Basel SBB;18.05.2023;Auffahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;10-2023-05-18T00:00:00-100;8500010
10;Basel SBB;01.05.2023;Tag der Arbeit;Monday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;10-2023-05-01T00:00:00-500;8500010
10;Basel SBB;10.04.2023;Ostermontag;Monday;ja;900;Fundservice;;09:00;18:00;;;;;SBB;10-2023-04-10T00:00:00-900;8500010
10;Basel SBB;10.04.2023;Ostermontag;Monday;ja;1000;Geldwechsel;;09:30;18:00;;;;;SBB;10-2023-04-10T00:00:00-1000;8500010
10;Basel SBB;10.04.2023;Ostermontag;Monday;ja;2116;InfoPoint;;08:00;21:30;;;;;SBB;10-2023-04-10T00:00:00-2116;8500010
10;Basel SBB;09.04.2023;Ostern;Sunday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;10-2023-04-09T00:00:00-100;8500010
10;Basel SBB;09.04.2023;Ostern;Sunday;ja;900;Fundservice;;09:00;18:00;;;;;SBB;10-2023-04-09T00:00:00-900;8500010
10;Basel SBB;07.04.2023;Karfreitag;Friday;ja;900;Fundservice;;09:00;18:00;;;;;SBB;10-2023-04-07T00:00:00-900;8500010
10;Basel SBB;07.04.2023;Karfreitag;Friday;ja;1100;Western Union;;09:30;18:00;;;;;SBB;10-2023-04-07T00:00:00-1100;8500010
23;Liestal;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;23-2023-05-29T00:00:00-9999;8500023
23;Liestal;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;23-2023-05-01T00:00:00-9999;8500023
23;Liestal;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;23-2023-04-09T00:00:00-9999;8500023
105;Moutier;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;CFF;105-2023-08-01T00:00:00-9999;8500105
109;Delémont;23.06.2023;Fest der Unabhängigkeit Jura;Friday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;109-2023-06-23T00:00:00-9999;8500109
109;Delémont;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;109-2023-06-08T00:00:00-9999;8500109
113;Laufen;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;113-2023-04-10T00:00:00-9999;8500113
118;Dornach-Arlesheim;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;118-2023-08-01T00:00:00-9999;8500118
126;Porrentruy;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;CFF;126-2023-08-01T00:00:00-9999;8500126
126;Porrentruy;23.06.2023;Fest der Unabhängigkeit Jura;Friday;ja;9999;Alle Services;ja;;;;;;;CFF;126-2023-06-23T00:00:00-9999;8500126
126;Porrentruy;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;CFF;126-2023-06-08T00:00:00-9999;8500126
202;Grenchen Süd;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;202-2023-08-01T00:00:00-9999;8500202
207;Solothurn;01.11.2023;Allerheiligen;Wednesday;ja;1400;Velovermietung;;10:00;17:00;;;;;SBB;207-2023-11-01T00:00:00-1400;8500207
207;Solothurn;15.08.2023;Maria Himmelfahrt;Tuesday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;207-2023-08-15T00:00:00-9999;8500207
207;Solothurn;28.05.2023;Pfingsten;Sunday;ja;1400;Velovermietung;;10:00;17:00;;;;;SBB;207-2023-05-28T00:00:00-1400;8500207
207;Solothurn;10.04.2023;Ostermontag;Monday;ja;1400;Velovermietung;;10:00;17:00;;;;;SBB;207-2023-04-10T00:00:00-1400;8500207
207;Solothurn;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;207-2023-04-10T00:00:00-9999;8500207
212;Oensingen;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;212-2023-08-01T00:00:00-9999;8500212
212;Oensingen;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;212-2023-04-09T00:00:00-9999;8500212
218;Olten;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;09:00;18:30;;;;;SBB;218-2023-08-01T00:00:00-9999;8500218
218;Olten;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;218-2023-04-09T00:00:00-9999;8500218
294;Balsthal;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;OeBB;294-2023-06-08T00:00:00-9999;8500294
294;Balsthal;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;OeBB;294-2023-05-29T00:00:00-9999;8500294
294;Balsthal;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;OeBB;294-2023-05-18T00:00:00-9999;8500294
294;Balsthal;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;OeBB;294-2023-05-01T00:00:00-9999;8500294
294;Balsthal;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;OeBB;294-2023-04-07T00:00:00-9999;8500294
301;Rheinfelden;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;;09:00;12:00;13:00;15:30;;;SBB;301-2023-06-08T00:00:00-9999;8500301
305;Frick;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;305-2023-08-01T00:00:00-9999;8500305
305;Frick;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;305-2023-05-29T00:00:00-9999;8500305
309;Brugg AG;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;309-2023-04-10T00:00:00-9999;8500309
309;Brugg AG;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;309-2023-04-09T00:00:00-9999;8500309
858;Monthey;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;TMR;858-2023-11-01T00:00:00-9999;8500858
1008;Genève;29.05.2023;Pfingstmontag;Monday;ja;1100;Western Union;;07:00;20:00;;;;;CFF;1008-2023-05-29T00:00:00-1100;8501008
1008;Genève;10.04.2023;Ostermontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;CFF;1008-2023-04-10T00:00:00-100;8501008
1008;Genève;09.04.2023;Ostern;Sunday;ja;1100;Western Union;;07:00;20:00;;;;;CFF;1008-2023-04-09T00:00:00-1100;8501008
1008;Genève;07.04.2023;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;CFF;1008-2023-04-07T00:00:00-100;8501008
1037;Morges;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;08:00;11:50;13:10;17:00;;;CFF;1037-2023-04-07T00:00:00-9999;8501037
1118;Renens VD;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;CFF;1118-2023-04-10T00:00:00-9999;8501118
1120;Lausanne;18.09.2023;Bettagsmontag;Monday;ja;500;Gepäck;;09:00;18:30;;;;;CFF;1120-2023-09-18T00:00:00-500;8501120
1120;Lausanne;18.09.2023;Bettagsmontag;Monday;ja;1000;Geldwechsel;;10:00;18:00;;;;;CFF;1120-2023-09-18T00:00:00-1000;8501120
1120;Lausanne;18.09.2023;Bettagsmontag;Monday;ja;1400;Velovermietung;;09:00;18:30;;;;;CFF;1120-2023-09-18T00:00:00-1400;8501120
1120;Lausanne;29.05.2023;Pfingstmontag;Monday;ja;900;Fundservice;;09:00;18:30;;;;;CFF;1120-2023-05-29T00:00:00-900;8501120
1120;Lausanne;10.04.2023;Ostermontag;Monday;ja;900;Fundservice;;09:00;18:30;;;;;CFF;1120-2023-04-10T00:00:00-900;8501120
1120;Lausanne;07.04.2023;Karfreitag;Friday;ja;1400;Velovermietung;;09:00;18:30;;;;;CFF;1120-2023-04-07T00:00:00-1400;8501120
1200;Vevey;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;08:00;12:00;13:30;16:30;;;CFF;1200-2023-08-01T00:00:00-9999;8501200
1200;Vevey;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;12:00;13:30;16:30;;;CFF;1200-2023-05-18T00:00:00-9999;8501200
1400;Aigle;18.09.2023;Bettagsmontag;Monday;ja;9999;Alle Services;ja;;;;;;;CFF;1400-2023-09-18T00:00:00-9999;8501400
1500;Martigny;08.12.2023;Maria Empfängnis;Friday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1500-2023-12-08T00:00:00-9999;8501500
1500;Martigny;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1500-2023-05-29T00:00:00-9999;8501500
1500;Martigny;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1500-2023-04-10T00:00:00-9999;8501500
1500;Martigny;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1500-2023-04-08T00:00:00-9999;8501500
1506;Sion;09.06.2023;Fronleichnamsbrücke;Friday;;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1506-2023-06-09T00:00:00-9999;8501506
1506;Sion;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1506-2023-05-28T00:00:00-9999;8501506
1506;Sion;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1506-2023-05-18T00:00:00-9999;8501506
1506;Sion;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1506-2023-04-09T00:00:00-9999;8501506
1509;Sierre/Siders;08.12.2023;Maria Empfängnis;Friday;ja;9999;Alle Services;ja;;;;;;;CFF;1509-2023-12-08T00:00:00-9999;8501509
1509;Sierre/Siders;15.08.2023;Maria Himmelfahrt;Tuesday;ja;9999;Alle Services;ja;;;;;;;CFF;1509-2023-08-15T00:00:00-9999;8501509
1509;Sierre/Siders;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;CFF;1509-2023-04-10T00:00:00-9999;8501509
1605;Visp;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;SBB;1605-2023-06-08T00:00:00-9999;8501605
1666;Reckingen;10.04.2023;Ostermontag;Monday;ja;500;Gepäck;ja;;;;;;;MGB;1666-2023-04-10T00:00:00-500;8501666
2001;Zofingen;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;2001-2023-05-28T00:00:00-9999;8502001
2001;Zofingen;19.05.2023;Auffahrtsbrücke;Friday;ja;9999;Alle Services;;08:00;16:00;;;;;SBB;2001-2023-05-19T00:00:00-9999;8502001
2001;Zofingen;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2001-2023-04-10T00:00:00-9999;8502001
2001;Zofingen;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;2001-2023-04-09T00:00:00-9999;8502001
2001;Zofingen;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;2001-2023-04-07T00:00:00-9999;8502001
2007;Sursee;31.10.2023;Tag vor Allerheiligen;Tuesday;;9999;Alle Services;;07:30;16:00;;;;;SBB;2007-2023-10-31T00:00:00-9999;8502007
2021;Emmenbrücke;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2021-2023-06-08T00:00:00-9999;8502021
2024;Hochdorf;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;2024-2023-11-01T00:00:00-9999;8502024
2024;Hochdorf;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;2024-2023-04-09T00:00:00-9999;8502024
2113;Aarau;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;09:00;18:00;;;;;SBB;2113-2023-08-01T00:00:00-9999;8502113
2113;Aarau;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;09:00;18:00;;;;;SBB;2113-2023-04-10T00:00:00-9999;8502113
2113;Aarau;08.04.2023;Ostersamstag;Saturday;ja;9999;Alle Services;;07:00;18:30;;;;;SBB;2113-2023-04-08T00:00:00-9999;8502113
2119;Lenzburg;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;2119-2023-05-29T00:00:00-9999;8502119
2202;Rotkreuz;08.12.2023;Maria Empfängnis;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;2202-2023-12-08T00:00:00-9999;8502202
2202;Rotkreuz;15.08.2023;Maria Himmelfahrt;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;2202-2023-08-15T00:00:00-9999;8502202
2202;Rotkreuz;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;2202-2023-05-28T00:00:00-9999;8502202
2202;Rotkreuz;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2202-2023-04-10T00:00:00-9999;8502202
2204;Zug;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;07:45;19:00;;;;;SBB;2204-2023-04-07T00:00:00-9999;8502204
2206;Baar;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;2206-2023-11-01T00:00:00-9999;8502206
2206;Baar;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;2206-2023-08-01T00:00:00-9999;8502206
2206;Baar;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;2206-2023-04-09T00:00:00-9999;8502206
2213;Wohlen AG;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;2213-2023-11-01T00:00:00-9999;8502213
2213;Wohlen AG;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;2213-2023-08-01T00:00:00-9999;8502213
2213;Wohlen AG;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2213-2023-05-29T00:00:00-9999;8502213
2213;Wohlen AG;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2213-2023-04-10T00:00:00-9999;8502213
2222;Bonstetten-Wettswil;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2222-2023-05-29T00:00:00-9999;8502222
2224;Affoltern am Albis;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2224-2023-04-10T00:00:00-9999;8502224
2978;Zug ZVB;15.08.2023;Maria Himmelfahrt;Tuesday;ja;9999;Alle Services;ja;;;;;;;ZVB;2978-2023-08-15T00:00:00-9999;8502978
2978;Zug ZVB;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;ZVB;2978-2023-06-08T00:00:00-9999;8502978
2978;Zug ZVB;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;ZVB;2978-2023-05-29T00:00:00-9999;8502978
2978;Zug ZVB;17.05.2023;Mittwoch vor Auffahrt;Wednesday;ja;9999;Alle Services;;09:00;17:00;;;;;ZVB;2978-2023-05-17T00:00:00-9999;8502978
2978;Zug ZVB;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;ZVB;2978-2023-04-10T00:00:00-9999;8502978
2978;Zug ZVB;06.04.2023;Gründonnerstag;Thursday;ja;9999;Alle Services;;09:00;17:00;;;;;ZVB;2978-2023-04-06T00:00:00-9999;8502978
3000;Zürich HB;01.08.2023;Bundesfeiertag;Tuesday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;3000-2023-08-01T00:00:00-100;8503000
3000;Zürich HB;01.08.2023;Bundesfeiertag;Tuesday;ja;1100;Western Union;;08:00;20:00;;;;;SBB;3000-2023-08-01T00:00:00-1100;8503000
3000;Zürich HB;01.08.2023;Bundesfeiertag;Tuesday;ja;2139;Aufgabezeiten Fluggepäck nach Zürich Flughafen;;08:30;19:00;;;;;SBB;3000-2023-08-01T00:00:00-2139;8503000
3000;Zürich HB;29.05.2023;Pfingstmontag;Monday;ja;500;Gepäck;;08:30;19:00;;;;;SBB;3000-2023-05-29T00:00:00-500;8503000
3000;Zürich HB;29.05.2023;Pfingstmontag;Monday;ja;900;Fundservice;;08:30;19:00;;;;;SBB;3000-2023-05-29T00:00:00-900;8503000
3000;Zürich HB;29.05.2023;Pfingstmontag;Monday;ja;1400;Velovermietung;;08:30;19:00;;;;;SBB;3000-2023-05-29T00:00:00-1400;8503000
3000;Zürich HB;18.05.2023;Auffahrt;Thursday;ja;2139;Aufgabezeiten Fluggepäck nach Zürich Flughafen;;08:30;19:00;;;;;SBB;3000-2023-05-18T00:00:00-2139;8503000
3000;Zürich HB;10.04.2023;Ostermontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;3000-2023-04-10T00:00:00-100;8503000
3000;Zürich HB;10.04.2023;Ostermontag;Monday;ja;1400;Velovermietung;;08:30;19:00;;;;;SBB;3000-2023-04-10T00:00:00-1400;8503000
3000;Zürich HB;09.04.2023;Ostern;Sunday;ja;1000;Geldwechsel;;08:00;20:00;;;;;SBB;3000-2023-04-09T00:00:00-1000;8503000
3000;Zürich HB;07.04.2023;Karfreitag;Friday;ja;500;Gepäck;;08:30;19:00;;;;;SBB;3000-2023-04-07T00:00:00-500;8503000
3000;Zürich HB;07.04.2023;Karfreitag;Friday;ja;1100;Western Union;;08:00;20:00;;;;;SBB;3000-2023-04-07T00:00:00-1100;8503000
3001;Zürich Altstetten;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3001-2023-08-01T00:00:00-9999;8503001
3006;Zürich Oerlikon;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;08:00;18:00;;;;;SBB;3006-2023-04-07T00:00:00-9999;8503006
3016;Zürich Flughafen;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;06:30;21:00;;;;;SBB;3016-2023-05-29T00:00:00-9999;8503016
3016;Zürich Flughafen;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;06:30;21:00;;;;;SBB;3016-2023-05-18T00:00:00-9999;8503016
3016;Zürich Flughafen;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;06:30;21:00;;;;;SBB;3016-2023-04-07T00:00:00-9999;8503016
3101;Küsnacht ZH;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3101-2023-05-18T00:00:00-9999;8503101
3104;Meilen;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3104-2023-05-01T00:00:00-9999;8503104
3107;Stäfa;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3107-2023-05-18T00:00:00-9999;8503107
3107;Stäfa;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3107-2023-04-07T00:00:00-9999;8503107
3110;Rapperswil;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;08:00;17:00;;;;;SBB;3110-2023-08-01T00:00:00-9999;8503110
3110;Rapperswil;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;;08:00;17:00;;;;;SBB;3110-2023-05-28T00:00:00-9999;8503110
3116;Uznach;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;3116-2023-11-01T00:00:00-9999;8503116
3116;Uznach;17.05.2023;Mittwoch vor Auffahrt;Wednesday;ja;9999;Alle Services;;08:00;12:00;13:00;16:00;;;SBB;3116-2023-05-17T00:00:00-9999;8503116
3121;Rüti ZH;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3121-2023-08-01T00:00:00-9999;8503121
3122;Bubikon;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3122-2023-08-01T00:00:00-9999;8503122
3122;Bubikon;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3122-2023-04-10T00:00:00-9999;8503122
3125;Uster;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;08:00;18:00;;;;;SBB;3125-2023-08-01T00:00:00-9999;8503125
3126;Nänikon-Greifensee;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3126-2023-05-18T00:00:00-9999;8503126
3126;Nänikon-Greifensee;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3126-2023-04-10T00:00:00-9999;8503126
3127;Schwerzenbach ZH;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3127-2023-08-01T00:00:00-9999;8503127
3127;Schwerzenbach ZH;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3127-2023-05-29T00:00:00-9999;8503127
3127;Schwerzenbach ZH;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3127-2023-05-18T00:00:00-9999;8503127
3127;Schwerzenbach ZH;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3127-2023-04-10T00:00:00-9999;8503127
3128;Dübendorf;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3128-2023-08-01T00:00:00-9999;8503128
