didok;stationsbezeichnung;datum;feiertag;wochentag;national;servicetyp;servicename;closed;von1;bis1;von2;bis2;von3;bis3;unternehmung;key;bpuic
3000;Zürich HB;01.08.2023;Bundesfeiertag;Tuesday;ja;500;Gepäck;;08:30;19:00;;;;;SBB;3000-2023-08-01T00:00:00-500;8503000
3000;Zürich HB;18.05.2023;Auffahrt;Thursday;ja;900;Fundservice;;08:30;19:00;;;;;SBB;3000-2023-05-18T00:00:00-900;8503000
3000;Zürich HB;18.05.2023;Auffahrt;Thursday;ja;1100;Western Union;;08:00;20:00;;;;;SBB;3000-2023-05-18T00:00:00-1100;8503000
3000;Zürich HB;18.05.2023;Auffahrt;Thursday;ja;1400;Velovermietung;;08:30;19:00;;;;;SBB;3000-2023-05-18T00:00:00-1400;8503000
3000;Zürich HB;10.04.2023;Ostermontag;Monday;ja;1100;Western Union;;08:00;20:00;;;;;SBB;3000-2023-04-10T00:00:00-1100;8503000
3000;Zürich HB;09.04.2023;Ostern;Sunday;ja;900;Fundservice;;08:30;19:00;;;;;SBB;3000-2023-04-09T00:00:00-900;8503000
3000;Zürich HB;09.04.2023;Ostern;Sunday;ja;1400;Velovermietung;;08:30;19:00;;;;;SBB;3000-2023-04-09T00:00:00-1400;8503000
3000;Zürich HB;07.04.2023;Karfreitag;Friday;ja;1400;Velovermietung;;08:30;19:00;;;;;SBB;3000-2023-04-07T00:00:00-1400;8503000
3001;Zürich Altstetten;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3001-2023-05-29T00:00:00-9999;8503001
3001;Zürich Altstetten;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3001-2023-05-01T00:00:00-9999;8503001
3003;Zürich Stadelhofen;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;06:45;18:45;;;;;SBB;3003-2023-05-18T00:00:00-9999;8503003
3006;Zürich Oerlikon;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;18:00;;;;;SBB;3006-2023-05-18T00:00:00-9999;8503006
3006;Zürich Oerlikon;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;;08:00;18:00;;;;;SBB;3006-2023-05-01T00:00:00-9999;8503006
3016;Zürich Flughafen;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;06:30;21:00;;;;;SBB;3016-2023-08-01T00:00:00-9999;8503016
3101;Küsnacht ZH;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3101-2023-08-01T00:00:00-9999;8503101
3104;Meilen;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3104-2023-04-10T00:00:00-9999;8503104
3104;Meilen;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3104-2023-04-07T00:00:00-9999;8503104
3116;Uznach;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3116-2023-04-10T00:00:00-9999;8503116
3121;Rüti ZH;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3121-2023-04-10T00:00:00-9999;8503121
3122;Bubikon;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3122-2023-05-01T00:00:00-9999;8503122
3122;Bubikon;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3122-2023-04-07T00:00:00-9999;8503122
3125;Uster;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;08:00;18:00;;;;;SBB;3125-2023-04-10T00:00:00-9999;8503125
3125;Uster;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;08:00;18:00;;;;;SBB;3125-2023-04-07T00:00:00-9999;8503125
3128;Dübendorf;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3128-2023-05-01T00:00:00-9999;8503128
3134;Bauma;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3134-2023-04-07T00:00:00-9999;8503134
3138;Wald;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3138-2023-04-07T00:00:00-9999;8503138
3202;Thalwil;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3202-2023-08-01T00:00:00-9999;8503202
3202;Thalwil;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3202-2023-05-01T00:00:00-9999;8503202
3204;Horgen;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3204-2023-04-07T00:00:00-9999;8503204
3206;Wädenswil;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;3206-2023-05-18T00:00:00-9999;8503206
3206;Wädenswil;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;3206-2023-05-01T00:00:00-9999;8503206
3206;Wädenswil;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;3206-2023-04-07T00:00:00-9999;8503206
3209;Pfäffikon SZ;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3209-2023-08-01T00:00:00-9999;8503209
3209;Pfäffikon SZ;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3209-2023-05-18T00:00:00-9999;8503209
3220;Lachen;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3220-2023-06-08T00:00:00-9999;8503220
3225;Ziegelbrücke;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3225-2023-08-01T00:00:00-9999;8503225
3225;Ziegelbrücke;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3225-2023-04-07T00:00:00-9999;8503225
3230;Glarus;13.04.2023;Näfelser Fahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3230-2023-04-13T00:00:00-9999;8503230
3230;Glarus;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3230-2023-04-07T00:00:00-9999;8503230
3283;Einsiedeln;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;;07:00;18:30;;;;;SOB;3283-2023-11-01T00:00:00-9999;8503283
3283;Einsiedeln;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:00;16:00;;;SOB;3283-2023-05-29T00:00:00-9999;8503283
3287;Burghalden;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SOB;3287-2023-08-01T00:00:00-9999;8503287
3287;Burghalden;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SOB;3287-2023-04-07T00:00:00-9999;8503287
3301;Pfäffikon ZH;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3301-2023-05-29T00:00:00-9999;8503301
3305;Effretikon;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3305-2023-04-10T00:00:00-9999;8503305
3305;Effretikon;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3305-2023-04-07T00:00:00-9999;8503305
3315;Dielsdorf;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3315-2023-05-29T00:00:00-9999;8503315
3400;Bülach;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3400-2023-08-01T00:00:00-9999;8503400
3400;Bülach;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;3400-2023-05-28T00:00:00-9999;8503400
3400;Bülach;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3400-2023-05-01T00:00:00-9999;8503400
3400;Bülach;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;3400-2023-04-09T00:00:00-9999;8503400
3400;Bülach;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3400-2023-04-07T00:00:00-9999;8503400
3424;Schaffhausen;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;09:00;18:00;;;;;SBB;3424-2023-04-10T00:00:00-9999;8503424
3501;Döttingen;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3501-2023-08-01T00:00:00-9999;8503501
3504;Baden;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;;07:30;19:00;;;;;SBB;3504-2023-06-08T00:00:00-9999;8503504
3504;Baden;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;09:00;18:00;;;;;SBB;3504-2023-05-29T00:00:00-9999;8503504
3508;Dietikon;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3508-2023-05-29T00:00:00-9999;8503508
3509;Schlieren;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3509-2023-05-18T00:00:00-9999;8503509
3526;Regensdorf-Watt;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;3526-2023-08-01T00:00:00-9999;8503526
3526;Regensdorf-Watt;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3526-2023-04-07T00:00:00-9999;8503526
4023;Romont;01.11.2023;Allerheiligen;Wednesday;ja;900;Fundservice;ja;;;;;;;TPF;4023-2023-11-01T00:00:00-900;8504023
4023;Romont;01.11.2023;Allerheiligen;Wednesday;ja;2135;PickPost;ja;;;;;;;TPF;4023-2023-11-01T00:00:00-2135;8504023
4023;Romont;08.06.2023;Fronleichnam;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;TPF;4023-2023-06-08T00:00:00-100;8504023
4023;Romont;08.06.2023;Fronleichnam;Thursday;ja;700;Gepäckaufbewahrung;ja;;;;;;;TPF;4023-2023-06-08T00:00:00-700;8504023
4023;Romont;08.06.2023;Fronleichnam;Thursday;ja;2135;PickPost;ja;;;;;;;TPF;4023-2023-06-08T00:00:00-2135;8504023
4023;Romont;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;TPF;4023-2023-05-29T00:00:00-9999;8504023
4023;Romont;18.05.2023;Auffahrt;Thursday;ja;900;Fundservice;ja;;;;;;;TPF;4023-2023-05-18T00:00:00-900;8504023
4023;Romont;18.05.2023;Auffahrt;Thursday;ja;2135;PickPost;ja;;;;;;;TPF;4023-2023-05-18T00:00:00-2135;8504023
4023;Romont;10.04.2023;Ostermontag;Monday;ja;1000;Geldwechsel;ja;;;;;;;TPF;4023-2023-04-10T00:00:00-1000;8504023
4023;Romont;07.04.2023;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;TPF;4023-2023-04-07T00:00:00-100;8504023
4062;Châtel-St-Denis;01.11.2023;Allerheiligen;Wednesday;ja;900;Fundservice;ja;;;;;;;TPF;4062-2023-11-01T00:00:00-900;8504062
4062;Châtel-St-Denis;15.08.2023;Maria Himmelfahrt;Tuesday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;TPF;4062-2023-08-15T00:00:00-100;8504062
4086;Bulle;01.11.2023;Allerheiligen;Wednesday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;12:00;13:00;17:00;;;TPF;4086-2023-11-01T00:00:00-100;8504086
4086;Bulle;01.11.2023;Allerheiligen;Wednesday;ja;500;Gepäck;;08:00;12:00;13:00;17:00;;;TPF;4086-2023-11-01T00:00:00-500;8504086
4086;Bulle;01.08.2023;Bundesfeiertag;Tuesday;ja;700;Gepäckaufbewahrung;;08:00;12:00;13:00;17:00;;;TPF;4086-2023-08-01T00:00:00-700;8504086
4086;Bulle;08.06.2023;Fronleichnam;Thursday;ja;500;Gepäck;;08:00;12:00;13:00;17:00;;;TPF;4086-2023-06-08T00:00:00-500;8504086
4086;Bulle;29.05.2023;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;12:00;13:00;17:00;;;TPF;4086-2023-05-29T00:00:00-100;8504086
4086;Bulle;29.05.2023;Pfingstmontag;Monday;ja;500;Gepäck;;08:00;12:00;13:00;17:00;;;TPF;4086-2023-05-29T00:00:00-500;8504086
4132;Estavayer-le-Lac TPF;01.11.2023;Allerheiligen;Wednesday;ja;2102;Reisebüro KTU;ja;;;;;;;TPF;4132-2023-11-01T00:00:00-2102;8504132
4132;Estavayer-le-Lac TPF;15.08.2023;Maria Himmelfahrt;Tuesday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;TPF;4132-2023-08-15T00:00:00-100;8504132
4132;Estavayer-le-Lac TPF;15.08.2023;Maria Himmelfahrt;Tuesday;ja;900;Fundservice;ja;;;;;;;TPF;4132-2023-08-15T00:00:00-900;8504132
4132;Estavayer-le-Lac TPF;18.05.2023;Auffahrt;Thursday;ja;2102;Reisebüro KTU;ja;;;;;;;TPF;4132-2023-05-18T00:00:00-2102;8504132
4132;Estavayer-le-Lac TPF;07.04.2023;Karfreitag;Friday;ja;900;Fundservice;ja;;;;;;;TPF;4132-2023-04-07T00:00:00-900;8504132
4184;Courtepin;01.11.2023;Allerheiligen;Wednesday;ja;1900;Drittverkauf;;08:00;12:30;;;;;TPF;4184-2023-11-01T00:00:00-1900;8504184
4184;Courtepin;18.05.2023;Auffahrt;Thursday;ja;1900;Drittverkauf;;08:00;12:30;;;;;TPF;4184-2023-05-18T00:00:00-1900;8504184
4184;Courtepin;10.04.2023;Ostermontag;Monday;ja;1900;Drittverkauf;;08:00;12:30;;;;;TPF;4184-2023-04-10T00:00:00-1900;8504184
4184;Courtepin;07.04.2023;Karfreitag;Friday;ja;1900;Drittverkauf;;08:00;12:30;;;;;TPF;4184-2023-04-07T00:00:00-1900;8504184
4200;Yverdon-les-Bains;18.09.2023;Bettagsmontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;4200-2023-09-18T00:00:00-9999;8504200
4200;Yverdon-les-Bains;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;4200-2023-04-07T00:00:00-9999;8504200
4221;Neuchâtel;18.09.2023;Bettagsmontag;Monday;ja;900;Fundservice;;08:00;19:00;;;;;CFF;4221-2023-09-18T00:00:00-900;8504221
4221;Neuchâtel;29.05.2023;Pfingstmontag;Monday;ja;900;Fundservice;;08:00;19:00;;;;;CFF;4221-2023-05-29T00:00:00-900;8504221
4221;Neuchâtel;18.05.2023;Auffahrt;Thursday;ja;1000;Geldwechsel;;08:00;19:00;;;;;CFF;4221-2023-05-18T00:00:00-1000;8504221
4221;Neuchâtel;18.05.2023;Auffahrt;Thursday;ja;2139;Aufgabezeiten Fluggepäck nach Zürich Flughafen;;08:00;19:00;;;;;CFF;4221-2023-05-18T00:00:00-2139;8504221
4221;Neuchâtel;01.05.2023;Tag der Arbeit;Monday;ja;900;Fundservice;;08:00;19:00;;;;;CFF;4221-2023-05-01T00:00:00-900;8504221
4221;Neuchâtel;01.05.2023;Tag der Arbeit;Monday;ja;1000;Geldwechsel;;08:00;19:00;;;;;CFF;4221-2023-05-01T00:00:00-1000;8504221
4221;Neuchâtel;10.04.2023;Ostermontag;Monday;ja;900;Fundservice;;08:00;19:00;;;;;CFF;4221-2023-04-10T00:00:00-900;8504221
4221;Neuchâtel;09.04.2023;Ostern;Sunday;ja;2130;Gepäckausgabe;;08:00;19:00;;;;;CFF;4221-2023-04-09T00:00:00-2130;8504221
4300;Biel/Bienne;01.08.2023;Bundesfeiertag;Tuesday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;4300-2023-08-01T00:00:00-500;8504300
4300;Biel/Bienne;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;09:00;18:00;;;;;SBB;4300-2023-04-07T00:00:00-9999;8504300
4314;La Chaux-de-Fonds;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;CFF;4314-2023-04-07T00:00:00-9999;8504314
4881;Fribourg, gare (TPF);08.06.2023;Fronleichnam;Thursday;ja;900;Fundservice;;08:00;13:00;14:00;17:00;;;TPF;4881-2023-06-08T00:00:00-900;8504881
4881;Fribourg, gare (TPF);29.05.2023;Pfingstmontag;Monday;ja;900;Fundservice;;08:00;13:00;14:00;17:00;;;TPF;4881-2023-05-29T00:00:00-900;8504881
4881;Fribourg, gare (TPF);18.05.2023;Auffahrt;Thursday;ja;900;Fundservice;;08:00;13:00;14:00;17:00;;;TPF;4881-2023-05-18T00:00:00-900;8504881
4881;Fribourg, gare (TPF);10.04.2023;Ostermontag;Monday;ja;2102;Reisebüro KTU;ja;;;;;;;TPF;4881-2023-04-10T00:00:00-2102;8504881
5000;Luzern;01.08.2023;Bundesfeiertag;Tuesday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;SBB;5000-2023-08-01T00:00:00-100;8505000
5000;Luzern;01.08.2023;Bundesfeiertag;Tuesday;ja;1000;Geldwechsel;;07:00;20:00;;;;;SBB;5000-2023-08-01T00:00:00-1000;8505000
5000;Luzern;08.06.2023;Fronleichnam;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;SBB;5000-2023-06-08T00:00:00-100;8505000
5000;Luzern;08.06.2023;Fronleichnam;Thursday;ja;700;Gepäckaufbewahrung;;08:00;19:00;;;;;SBB;5000-2023-06-08T00:00:00-700;8505000
5000;Luzern;08.06.2023;Fronleichnam;Thursday;ja;1000;Geldwechsel;;07:00;20:00;;;;;SBB;5000-2023-06-08T00:00:00-1000;8505000
5000;Luzern;08.06.2023;Fronleichnam;Thursday;ja;1100;Western Union;;07:00;20:00;;;;;SBB;5000-2023-06-08T00:00:00-1100;8505000
5000;Luzern;29.05.2023;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;SBB;5000-2023-05-29T00:00:00-100;8505000
5000;Luzern;28.05.2023;Pfingsten;Sunday;ja;1200;Gruppenreisen;;07:00;20:00;;;;;SBB;5000-2023-05-28T00:00:00-1200;8505000
5000;Luzern;18.05.2023;Auffahrt;Thursday;ja;900;Fundservice;;08:00;19:00;;;;;SBB;5000-2023-05-18T00:00:00-900;8505000
5000;Luzern;18.05.2023;Auffahrt;Thursday;ja;1100;Western Union;;07:00;20:00;;;;;SBB;5000-2023-05-18T00:00:00-1100;8505000
5000;Luzern;10.04.2023;Ostermontag;Monday;ja;1000;Geldwechsel;;07:00;20:00;;;;;SBB;5000-2023-04-10T00:00:00-1000;8505000
5000;Luzern;09.04.2023;Ostern;Sunday;ja;1000;Geldwechsel;;07:00;20:00;;;;;SBB;5000-2023-04-09T00:00:00-1000;8505000
5000;Luzern;09.04.2023;Ostern;Sunday;ja;1400;Velovermietung;;08:00;19:00;;;;;SBB;5000-2023-04-09T00:00:00-1400;8505000
5000;Luzern;07.04.2023;Karfreitag;Friday;ja;500;Gepäck;;08:00;19:00;;;;;SBB;5000-2023-04-07T00:00:00-500;8505000
5000;Luzern;07.04.2023;Karfreitag;Friday;ja;700;Gepäckaufbewahrung;;08:00;19:00;;;;;SBB;5000-2023-04-07T00:00:00-700;8505000
5000;Luzern;07.04.2023;Karfreitag;Friday;ja;1000;Geldwechsel;;07:00;20:00;;;;;SBB;5000-2023-04-07T00:00:00-1000;8505000
5000;Luzern;07.04.2023;Karfreitag;Friday;ja;1200;Gruppenreisen;;07:00;20:00;;;;;SBB;5000-2023-04-07T00:00:00-1200;8505000
5004;Arth-Goldau;15.08.2023;Maria Himmelfahrt;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;5004-2023-08-15T00:00:00-9999;8505004
5004;Arth-Goldau;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;5004-2023-08-01T00:00:00-9999;8505004
5004;Arth-Goldau;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;5004-2023-05-28T00:00:00-9999;8505004
5004;Arth-Goldau;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;5004-2023-04-07T00:00:00-9999;8505004
5113;Altdorf;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;5113-2023-05-29T00:00:00-9999;8505113
5213;Bellinzona;08.12.2023;Maria Empfängnis;Friday;ja;9999;Alle Services;;08:00;17:00;;;;;FFS;5213-2023-12-08T00:00:00-9999;8505213
5213;Bellinzona;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;08:00;18:00;;;;;FFS;5213-2023-04-10T00:00:00-9999;8505213
5300;Lugano;08.06.2023;Fronleichnam;Thursday;ja;400;Kundendienst;ja;;;;;;;FFS;5300-2023-06-08T00:00:00-400;8505300
5300;Lugano;08.06.2023;Fronleichnam;Thursday;ja;900;Fundservice;;08:00;19:00;;;;;FFS;5300-2023-06-08T00:00:00-900;8505300
5300;Lugano;08.06.2023;Fronleichnam;Thursday;ja;1100;Western Union;;08:00;19:00;;;;;FFS;5300-2023-06-08T00:00:00-1100;8505300
5300;Lugano;29.05.2023;Pfingstmontag;Monday;ja;900;Fundservice;;08:00;19:00;;;;;FFS;5300-2023-05-29T00:00:00-900;8505300
5300;Lugano;28.05.2023;Pfingsten;Sunday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;19:00;;;;;FFS;5300-2023-05-28T00:00:00-100;8505300
5300;Lugano;28.05.2023;Pfingsten;Sunday;ja;400;Kundendienst;ja;;;;;;;FFS;5300-2023-05-28T00:00:00-400;8505300
5300;Lugano;10.04.2023;Ostermontag;Monday;ja;500;Gepäck;;08:00;19:00;;;;;FFS;5300-2023-04-10T00:00:00-500;8505300
5300;Lugano;10.04.2023;Ostermontag;Monday;ja;1000;Geldwechsel;;08:00;19:00;;;;;FFS;5300-2023-04-10T00:00:00-1000;8505300
5300;Lugano;10.04.2023;Ostermontag;Monday;ja;1400;Velovermietung;ja;;;;;;;FFS;5300-2023-04-10T00:00:00-1400;8505300
5300;Lugano;09.04.2023;Ostern;Sunday;ja;500;Gepäck;;08:00;19:00;;;;;FFS;5300-2023-04-09T00:00:00-500;8505300
5300;Lugano;09.04.2023;Ostern;Sunday;ja;1000;Geldwechsel;;08:00;19:00;;;;;FFS;5300-2023-04-09T00:00:00-1000;8505300
5307;Chiasso;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;09:00;12:00;13:30;16:30;;;FFS;5307-2023-08-01T00:00:00-9999;8505307
5307;Chiasso;08.06.2023;Fronleichnam;Thursday;ja;9999;Alle Services;;09:00;12:00;13:30;16:30;;;FFS;5307-2023-06-08T00:00:00-9999;8505307
5400;Locarno;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;FFS;5400-2023-11-01T00:00:00-9999;8505400
5400;Locarno;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;;08:00;18:00;;;;;FFS;5400-2023-05-28T00:00:00-9999;8505400
6000;Winterthur;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;;07:00;20:00;;;;;SBB;6000-2023-05-28T00:00:00-9999;8506000
6000;Winterthur;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;07:00;20:00;;;;;SBB;6000-2023-05-18T00:00:00-9999;8506000
6047;Andelfingen;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;6047-2023-08-01T00:00:00-9999;8506047
6047;Andelfingen;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;6047-2023-05-18T00:00:00-9999;8506047
6109;Amriswil;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6109-2023-04-07T00:00:00-9999;8506109
6121;Romanshorn;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;;08:30;12:00;13:00;16:00;;;SBB;6121-2023-05-28T00:00:00-9999;8506121
6121;Romanshorn;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;;08:30;12:00;13:00;16:00;;;SBB;6121-2023-05-01T00:00:00-9999;8506121
6131;Kreuzlingen;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;;09:00;12:00;13:00;17:00;;;SBB;6131-2023-05-28T00:00:00-9999;8506131
6131;Kreuzlingen;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;;09:00;12:00;13:00;17:00;;;SBB;6131-2023-04-10T00:00:00-9999;8506131
6139;Stein am Rhein;01.05.2023;Tag der Arbeit;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6139-2023-05-01T00:00:00-9999;8506139
6206;Wil;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;6206-2023-05-29T00:00:00-9999;8506206
6206;Wil;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;6206-2023-05-18T00:00:00-9999;8506206
6208;Uzwil;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;6208-2023-08-01T00:00:00-9999;8506208
6208;Uzwil;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6208-2023-04-10T00:00:00-9999;8506208
6208;Uzwil;09.04.2023;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6208-2023-04-09T00:00:00-9999;8506208
6210;Gossau SG;01.11.2023;Allerheiligen;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;6210-2023-11-01T00:00:00-9999;8506210
6210;Gossau SG;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6210-2023-04-10T00:00:00-9999;8506210
6290;Herisau;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SOB;6290-2023-05-29T00:00:00-9999;8506290
6299;Nesslau-Neu St. Johann;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SOB;6299-2023-05-28T00:00:00-9999;8506299
6302;St. Gallen;08.12.2023;Maria Empfängnis;Friday;ja;9999;Alle Services;;07:00;21:00;;;;;SBB;6302-2023-12-08T00:00:00-9999;8506302
6302;St. Gallen;01.08.2023;Bundesfeiertag;Tuesday;ja;9999;Alle Services;;07:30;20:00;;;;;SBB;6302-2023-08-01T00:00:00-9999;8506302
6302;St. Gallen;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;;07:30;20:00;;;;;SBB;6302-2023-05-28T00:00:00-9999;8506302
6302;St. Gallen;18.05.2023;Auffahrt;Thursday;ja;9999;Alle Services;;07:30;20:00;;;;;SBB;6302-2023-05-18T00:00:00-9999;8506302
6308;Arbon;29.05.2023;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6308-2023-05-29T00:00:00-9999;8506308
6308;Arbon;10.04.2023;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6308-2023-04-10T00:00:00-9999;8506308
6308;Arbon;07.04.2023;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6308-2023-04-07T00:00:00-9999;8506308
6311;Rorschach;28.05.2023;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6311-2023-05-28T00:00:00-9999;8506311
