Date Created,Tweets
2022-12-15 08:29:04+00:00,"Endmeldung: Olten - Bern: 15.12.2022 08:38 - 11:38

Die Störung zwischen Olten und Bern konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/t91426cI6e"
2022-12-15 07:55:32+00:00,"Einschränkungen im Bahnverkehr: Olten - Bern: 15.12.2022 08:38 - 11:38

Grund: Zug blockiert Strecke.
Es ist mit Verspätungen, Zugausfällen und Umleitungen zu rechnen.
Dauer der Einschränkung: bis voraussichtlich 9:30 Uhr. https://t.co/g701ikReb4"
2022-12-15 07:40:33+00:00,"Einschränkungen im Bahnverkehr: Olten - Bern: 15.12.2022 08:38 - 11:38

Grund: Zug blockiert Strecke.
Es ist mit Verspätungen und Umleitungen zu rechnen.
Dauer der Einschränkung: bis voraussichtlich 9:30 Uhr. https://t.co/z56pU49ea1"
2022-12-14 13:20:07+00:00,"Endmeldung: Zürich HB - Winterthur: 14.12.2022 13:05 - 14:15

Die Störung zwischen Kemptthal und Winterthur konnte behoben werden.
Es ist noch mit Verspätungen und vereinzelten Zugausfällen zu rechnen. https://t.co/AiaxddfcsU"
2022-12-14 13:06:07+00:00,"Endmeldung: Zürich HB - Winterthur: 14.12.2022 13:05 - 14:30

Die Störung zwischen Kemptthal und Winterthur konnte behoben werden.
Es ist noch mit Verspätungen und vereinzelten Zugausfällen zu rechnen. https://t.co/IS4lWjTLAx"
2022-12-14 12:52:33+00:00,"Einschränkungen im Bahnverkehr: Zürich HB - Winterthur: 14.12.2022 13:05 - 16:00

Grund: Fahrleitungsstörung.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: IC5, S7, S8, S11.
Dauer der Einschränkung: unbestimmt.
Die SBB wird so… https://t.co/FnwaXDKes6"
2022-12-14 12:10:32+00:00,"Einschränkungen im Bahnverkehr: Zürich HB - Winterthur: 14.12.2022 13:05 - 15:05

Grund: Fahrleitungsstörung.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: IC5, S7, S8, S11.
Dauer der Einschränkung: unbestimmt.
Die SBB wird so… https://t.co/Y0BgMU8v17"
2022-12-14 07:35:04+00:00,"Endmeldung: Lugano: 14.12.2022 07:25 - 08:31

Die Störung im Bahnhof Lugano konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/oCiKSl8Oyc"
2022-12-14 07:00:02+00:00,"Einschränkungen im Bahnverkehr: Lugano: 14.12.2022 07:25 - 10:25

Grund: Zug blockiert Strecke.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Dauer der Einschränkung: unbestimmt.
Die SBB wird so schnell wie möglich weiter informieren. https://t.co/RagLAxOime"
2022-12-13 19:34:02+00:00,"Endmeldung: Bern - Solothurn: 13.12.2022 16:26 - 16:27

Die Störung zwischen Bern und Solothurn konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/8F1fayJeJK"
2022-12-13 18:52:32+00:00,"Endmeldung: Bern - Worb Dorf: 13.12.2022 16:36 - 16:38

Die Störung zwischen Bern und Bolligen konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/U0FbE3ZhJe"
2022-12-13 17:30:33+00:00,"Endmeldung: Bern - Kerzers: 13.12.2022 18:08 - 18:09

Die Störung im Bahnhof Rosshäusern konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/y0K6HX0Kto"
2022-12-13 15:43:04+00:00,"Einschränkungen im Bahnverkehr: Bern - Worb Dorf: 13.12.2022 16:36 - 19:36

Grund: Betriebsstörung.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S 7.
Dauer der Einschränkung: bis voraussichtlich 19:15 Uhr. https://t.co/bVhgsSsbiQ"
2022-12-13 13:30:05+00:00,"Endmeldung: Luzern - Lenzburg: 13.12.2022 13:18 - 14:35

Die Störung zwischen Beinwil am See und Lenzburg konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/UOSrOeQ28W"
2022-12-13 13:09:02+00:00,"Einschränkungen im Bahnverkehr: Luzern - Lenzburg: 13.12.2022 13:18 - 16:18

Grund: Vorfall mit einem Strassenfahrzeug.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S 9.
Dauer der Einschränkung: bis voraussichtlich 15:00 Uhr. https://t.co/5GPQLq2933"
2022-12-13 12:41:32+00:00,"Einschränkungen im Bahnverkehr: Luzern - Lenzburg: 13.12.2022 13:18 - 16:18

Grund: Vorfall mit einem Strassenfahrzeug.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S 9.
Dauer der Einschränkung: bis voraussichtlich 15:00 Uhr.
… https://t.co/a7L8BTFyvs"
2022-12-13 12:28:34+00:00,"Einschränkungen im Bahnverkehr: Luzern - Lenzburg: 13.12.2022 13:18 - 16:18

Grund: Vorfall mit einem Strassenfahrzeug.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S 9.
Dauer der Einschränkung: bis voraussichtlich 15:00 Uhr.
… https://t.co/Dunlp8ptK3"
2022-12-13 12:28:33+00:00,"Endmeldung: Basel SBB - Laufen: 13.12.2022 12:44 - 13:22

Die Störung zwischen Münchenstein und Aesch BL konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/67CavZO8Tb"
2022-12-13 12:14:32+00:00,"Einschränkungen im Bahnverkehr: Basel SBB - Laufen: 13.12.2022 12:44 - 15:45

Grund: Personen in Gleisnähe.
Es ist mit Verspätungen zu rechnen.
Dauer der Einschränkung: bis voraussichtlich 13:45 Uhr. https://t.co/hbj7UGgjrf"
2022-12-13 11:54:06+00:00,"Einschränkungen im Bahnverkehr: Basel SBB - Laufen: 13.12.2022 12:44 - 15:45

Grund: Personen in Gleisnähe.
Es ist mit Verspätungen zu rechnen.
Dauer der Einschränkung: bis voraussichtlich 13:15 Uhr. https://t.co/lk6569aCzi"
2022-12-13 07:00:02+00:00,"Endmeldung: Bern - Thun: 13.12.2022 06:59 - 08:20

Die Störung im Bahnhof Gümligen konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/zsJxV14D0k"
2022-12-13 06:53:32+00:00,"Verkehr wieder aufgenommen: Bern - Solothurn: 13.12.2022 07:05 - 08:15

Der Bahnverkehr zwischen Bern und Solothurn ist wieder möglich.
 Es ist mit Verspätungen zu rechnen. https://t.co/iGZ7qNgriE"
2022-12-13 06:27:06+00:00,"Einschränkungen im Bahnverkehr: Bern - Thun: 13.12.2022 06:59 - 10:00

Grund: Vereiste Bahnanlagen in Gümligen.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: RE.
Dauer der Einschränkung: bis voraussichtlich 9:00 Uhr. https://t.co/mNyZONliPa"
2022-12-13 06:20:31+00:00,"Einschränkungen im Bahnverkehr: Bern - Rubigen: 13.12.2022 06:59 - 10:00

Grund: Vereiste Bahnanlagen in Gümligen.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Dauer der Einschränkung: bis voraussichtlich 9:00 Uhr. https://t.co/0WfoRZflve"
2022-12-13 06:14:01+00:00,"Einschränkung Bern - Solothurn: 13.12.2022 07:05 - 10:00

Der Bahnverkehr zwischen Bern und Solothurn ist eingeschränkt.
 Der Grund dafür ist ein Zug, der die Strecke blockiert.
 Die Dauer der Einschränkung ist unbestimmt.

 Es ist mit Verspätungen und… https://t.co/4Qz8V0LRyu"
2022-12-13 05:46:01+00:00,"Endmeldung: Zürich HB - Winterthur: 13.12.2022 05:19 - 06:41

Die Störung zwischen Effretikon und Winterthur konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/0DvnX4gSLV"
2022-12-13 05:33:04+00:00,"Einschränkungen im Bahnverkehr: Zürich HB - Winterthur: 13.12.2022 05:19 - 08:19

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S8, S23.
Dauer der Einschränkung: unbestimmt. https://t.co/uvjGOE5Fhy"
2022-12-13 05:11:02+00:00,"Endmeldung: Zürich HB - Zug: 13.12.2022 05:34 - 06:10

Die Störung zwischen Horgen Oberdorf und Baar konnte behoben werden.
Die Züge verkehren wieder nach Fahrplan. https://t.co/Gy5r6liXbh"
2022-12-13 05:04:02+00:00,"Endmeldung: Zürich HB - Zug: 13.12.2022 05:34 - 08:34

Die Störung zwischen Horgen Oberdorf und Baar konnte behoben werden.
Die Züge verkehren wieder nach Fahrplan. https://t.co/jSQBBtSALM"
2022-12-13 04:43:02+00:00,"Einschränkungen im Bahnverkehr: Zürich HB - Zug: 13.12.2022 05:34 - 08:34

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen zu rechnen.
Dauer der Einschränkung: unbestimmt.
Die SBB wird so schnell wie möglich weiter informieren. https://t.co/9UveReMdYj"
2022-12-13 04:31:02+00:00,"Endmeldung: Zürich HB - Meilen: 13.12.2022 05:12 - 05:26

Die Störung zwischen Zürich Tiefenbrunnen und Uetikon konnte behoben werden.
Die Züge verkehren wieder nach Fahrplan. https://t.co/vkOwJ8Cgkv"
2022-12-13 04:24:02+00:00,"Einschränkungen im Bahnverkehr: Zürich HB - Winterthur: 13.12.2022 05:19 - 08:19

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S8, S23.
Dauer der Einschränkung: unbestimmt.
Die SBB… https://t.co/wZvPeptYqY"
2022-12-13 04:17:32+00:00,"Einschränkungen im Bahnverkehr: Zürich HB - Meilen: 13.12.2022 05:12 - 08:12

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S6.
Dauer der Einschränkung: unbestimmt.
Die SBB wird so… https://t.co/IB9QuRdUXV"
2022-12-12 13:00:32+00:00,"Endmeldung: St. Gallen - Winterthur: 12.12.2022 13:16 - 13:54

Die Störung im Bahnhof Wil SG konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/saf6Z3Cup5"
2022-12-12 12:54:06+00:00,"Endmeldung: St. Gallen - Winterthur: 12.12.2022 13:16 - 16:16

Die Störung im Bahnhof Wil SG konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/3otIRfhEFq"
2022-12-12 12:40:02+00:00,"Einschränkungen im Bahnverkehr: St. Gallen - Winterthur: 12.12.2022 13:16 - 16:16

Grund: Fahrleitungsstörung in Wil SG.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Dauer der Einschränkung: unbestimmt. https://t.co/jqvQGYILZH"
2022-12-12 10:30:32+00:00,"Endmeldung: Basel SBB - Zell (Wiesental): 12.12.2022 09:10 - 11:26

Die Störung im Bahnhof Riehen konnte behoben werden.
Die Züge verkehren wieder nach Fahrplan. https://t.co/g9Zk0SLctf"
2022-12-12 09:30:33+00:00,"Einschränkungen im Bahnverkehr: Basel SBB - Zell (Wiesental): 12.12.2022 09:10 - 12:10

Grund: Technische Störung an der Bahnanlage in Riehen.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S6.
Dauer der Einschränkung: bis… https://t.co/dGYrESJPrY"
2022-12-12 09:15:32+00:00,"Einschränkungen im Bahnverkehr: Basel SBB - Zell (Wiesental): 12.12.2022 09:10 - 12:10

Grund: Technische Störung an der Bahnanlage in Riehen.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S6. https://t.co/dkJ1tVBnLK"
2022-12-12 05:38:33+00:00,"Einschränkungen im Bahnverkehr: Zürich HB - Winterthur: 12.12.2022 05:56 - 08:56

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S8, S11, S23.
Dauer der Einschränkung: unbestimmt. https://t.co/rY8t6GZKUC"
2022-12-12 05:04:05+00:00,"Einschränkungen im Bahnverkehr: Zürich HB - Winterthur: 12.12.2022 05:56 - 08:56

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S8, S11, S23.
Dauer der Einschränkung: unbestimmt.
Die… https://t.co/IAvJE4R1HT"
2022-12-11 00:04:32+00:00,"Endmeldung: St. Gallen - Trogen: 11.12.2022 00:40 - 00:57

Die Störung zwischen Speicher und Trogen konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/8Pkee4jcIy"
2022-12-10 23:45:03+00:00,"Einschränkungen im Bahnverkehr: St. Gallen - Trogen: 11.12.2022 00:40 - 03:00

Grund: Vorfall mit einem Strassenfahrzeug.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Dauer der Einschränkung: unbestimmt. https://t.co/WcKge3xWhV"
2022-12-10 21:35:03+00:00,"Endmeldung: Luzern - Lenzburg: 10.12.2022 21:18 - 22:23

Die Störung zwischen Hitzkirch und Beinwil am See konnte behoben werden.
Die Züge verkehren wieder nach Fahrplan. https://t.co/hdmCoczuC5"
2022-12-10 20:49:32+00:00,"Einschränkungen im Bahnverkehr: Luzern - Lenzburg: 10.12.2022 21:18 - 11.12.2022 00:18

Grund: Zug blockiert Strecke.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S9.
Dauer der Einschränkung: bis mindestens 22:30 Uhr.
… https://t.co/ZqC7ifLRqj"
2022-12-10 20:43:07+00:00,"Einschränkungen im Bahnverkehr: Luzern - Lenzburg: 10.12.2022 21:18 - 11.12.2022 00:18

Grund: Zug blockiert Strecke.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S9.
Dauer der Einschränkung: bis mindestens 22:30 Uhr.
… https://t.co/rrtZkf31V6"
2022-12-10 20:34:33+00:00,"Einschränkungen im Bahnverkehr: Luzern - Lenzburg: 10.12.2022 21:18 - 11.12.2022 00:18

Grund: Zug blockiert Strecke.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S9. https://t.co/GBgh1hO1iJ"
2022-12-10 08:19:02+00:00,"Endmeldung: Olten - Bern: 10.12.2022 09:03 - 09:11

Die Störung zwischen Olten und Bern konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/KmXeQa3g1p"
2022-12-10 08:12:03+00:00,"Einschränkungen im Bahnverkehr: Olten - Bern: 10.12.2022 09:03 - 12:03

Grund: Zug blockiert Strecke.
Es ist mit Verspätungen und Umleitungen zu rechnen.
Dauer der Einschränkung: unbestimmt. https://t.co/mXW23IFBml"
2022-12-09 06:42:02+00:00,"Endmeldung: Luzern - Rotkreuz: 09.12.2022 07:24 - 07:38

Die Störung zwischen Luzern und Ebikon konnte behoben werden.
Es ist noch mit Verspätungen und vereinzelten Zugausfällen zu rechnen. https://t.co/NaEUn2cFON"
2022-12-09 06:33:32+00:00,"Einschränkungen im Bahnverkehr: Luzern - Rotkreuz: 09.12.2022 07:24 - 10:24

Grund: Zug blockiert Strecke.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: IR70, IR75, S1.
Dauer der Einschränkung: bis mindestens 8:00 Uhr. https://t.co/kFbGmc5sFv"
2022-12-09 00:04:34+00:00,"Endmeldung: Luzern - Beinwil am See: 08.12.2022 23:46 - 09.12.2022 01:01

Die Störung zwischen Emmenbrücke Gersag und Eschenbach LU konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/D87NgALWPC"
2022-12-08 23:37:06+00:00,"Endmeldung: Luzern - Beinwil am See: 08.12.2022 23:46 - 09.12.2022 02:46

Die Störung zwischen Emmenbrücke Gersag und Eschenbach LU konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/ptwoOKH1tm"
2022-12-08 22:55:03+00:00,"Einschränkungen im Bahnverkehr: Luzern - Beinwil am See: 08.12.2022 23:46 - 09.12.2022 02:46

Grund: Zug blockiert Strecke.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S9.

Bahnersatzbusse sind organisiert. Es ist mit… https://t.co/T9YKunxD1r"
2022-12-08 18:58:02+00:00,"Endmeldung: Basel SBB - Strasbourg: 08.12.2022 17:16 - 19:49

Die Störung zwischen Mulhouse und Strasbourg konnte behoben werden.
Die Züge verkehren wieder nach Fahrplan. https://t.co/fOrL1BbV5M"
2022-12-08 17:29:32+00:00,"Endmeldung: Lenzburg - Zürich HB: 08.12.2022 15:54 - 18:23

Die Störung zwischen Othmarsingen und Killwangen-Spreitenbach konnte behoben werden.
Es ist noch mit Verspätungen und vereinzelten Zugausfällen zu rechnen. https://t.co/ci7uk2lXJq"
2022-12-08 17:23:32+00:00,"Endmeldung: Lenzburg - Zürich HB: 08.12.2022 15:54 - 18:54

Die Störung zwischen Othmarsingen und Killwangen-Spreitenbach konnte behoben werden.
Es ist noch mit Verspätungen und vereinzelten Zugausfällen zu rechnen. https://t.co/QYAikbkbKJ"
2022-12-08 17:00:06+00:00,"Einschränkungen im Bahnverkehr: Lenzburg - Zürich HB: 08.12.2022 15:54 - 18:54

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen, Zugausfällen und Umleitungen zu rechnen.
Betroffene Linien: TGV, ICE, IC1, IC3, IC5, IC8, IR35, IR37,… https://t.co/5JkEMg6zIO"
2022-12-08 16:25:32+00:00,"Einschränkungen im Bahnverkehr: Basel SBB - Strasbourg: 08.12.2022 17:16 - 20:16

Grund: Zug blockiert Strecke.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: TER.
Dauer der Einschränkung: unbestimmt. https://t.co/ehEKFMgAVY"
2022-12-08 16:05:32+00:00,"Einschränkungen im Bahnverkehr: Lenzburg - Zürich HB: 08.12.2022 15:54 - 18:54

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen, Zugausfällen und Umleitungen zu rechnen.
Betroffene Linien: TGV, ICE, IC1, IC3, IC5, IC8, IR35, IR37,… https://t.co/kbCPGqVwXf"
2022-12-08 15:58:32+00:00,"Einschränkungen im Bahnverkehr: Lenzburg - Zürich HB: 08.12.2022 15:54 - 18:54

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen, Zugausfällen und Umleitungen zu rechnen.
Betroffene Linien: TGV, ICE, IC1, IC3, IC5, IC8, IR35, IR37,… https://t.co/FBgTZb62im"
2022-12-08 15:29:07+00:00,"Einschränkungen im Bahnverkehr: Lenzburg - Zürich HB: 08.12.2022 15:54 - 18:54

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen, Zugausfällen und Umleitungen zu rechnen.
Betroffene Linien: TGV, ICE, IC1, IC3, IC5, IC8, IR35, IR37,… https://t.co/ztXzvedReZ"
2022-12-08 15:08:33+00:00,"Einschränkungen im Bahnverkehr: Lenzburg - Zürich HB: 08.12.2022 15:54 - 18:54

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen, Zugausfällen und Umleitungen zu rechnen.
Dauer der Einschränkung: bis mindestens 17:30 Uhr.
Die SBB wird… https://t.co/CsaXRzDMnP"
2022-12-08 15:01:02+00:00,"Einschränkungen im Bahnverkehr: Lenzburg - Zürich HB: 08.12.2022 15:54 - 18:54

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen, Zugausfällen und Umleitungen zu rechnen.
Die SBB wird so schnell wie möglich weiter informieren. https://t.co/3i7wSqt9bV"
2022-12-07 15:21:07+00:00,"Endmeldung: Zürich HB SZU - Adliswil: 07.12.2022 15:48 - 16:25

Die Störung zwischen Zürich Leimbach und Adliswil konnte behoben werden.
Die Züge verkehren wieder nach Fahrplan. https://t.co/YxGjsxRvUn"
2022-12-07 15:14:02+00:00,"Einschränkungen im Bahnverkehr: Zürich HB SZU - Adliswil: 07.12.2022 15:48 - 16:25

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S4.
Dauer der Einschränkung: bis voraussichtlich… https://t.co/GHaATe2e13"
2022-12-07 15:06:34+00:00,"Einschränkungen im Bahnverkehr: Zürich HB SZU - Adliswil: 07.12.2022 15:48 - 18:48

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S4.
Dauer der Einschränkung: unbestimmt. https://t.co/hsCJZS1Jcx"
2022-12-07 14:59:33+00:00,"Einschränkungen im Bahnverkehr: Zürich HB SZU - Adliswil: 07.12.2022 15:48 - 18:48

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Betroffene Linien: S4.
Dauer der Einschränkung: unbestimmt.
Die SBB wird… https://t.co/M0mNmyqYz2"
2022-12-06 11:26:02+00:00,"Endmeldung: Bern - Thun: 06.12.2022 11:50 - 12:30

Die Störung zwischen Rubigen und Münsingen konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/umLXi9Uc4J"
2022-12-06 11:06:02+00:00,"Einschränkungen im Bahnverkehr: Bern - Thun: 06.12.2022 11:50 - 14:50

Grund: Personen in Gleisnähe.
Es ist mit Verspätungen zu rechnen.
Die SBB wird so schnell wie möglich weiter informieren. https://t.co/HGW4iwrHaQ"
2022-12-05 16:37:02+00:00,"Endmeldung: Bern - Belp: 05.12.2022 16:27 - 17:32

Die Störung zwischen Kehrsatz und Belp Steinbach konnte behoben werden.
Die Züge verkehren wieder nach Fahrplan. https://t.co/H23vlNfHAq"
2022-12-05 15:42:08+00:00,"Einschränkungen im Bahnverkehr: Bern - Belp: 05.12.2022 16:27 - 19:27

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Zugausfällen zu rechnen. https://t.co/gu7Do44vzq"
2022-12-05 15:28:33+00:00,"Endmeldung: Bern - Thun: 05.12.2022 15:29 - 16:21

Die Störung zwischen Rubigen und Münsingen konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/Luu6kgx457"
2022-12-05 14:48:04+00:00,"Einschränkungen im Bahnverkehr: Bern - Thun: 05.12.2022 15:29 - 18:29

Grund: Personen in Gleisnähe.
Es ist mit Verspätungen zu rechnen.
Dauer der Einschränkung: unbestimmt.
Die SBB wird so schnell wie möglich weiter informieren. https://t.co/Z3MbdKqDfx"
2022-12-04 08:49:06+00:00,"Endmeldung: Olten - Basel SBB: 04.12.2022 05:41 - 10:00

Die Störung zwischen Olten und Tecknau konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/YbQwhYTr4h"
2022-12-04 08:42:03+00:00,"Endmeldung: Olten - Basel SBB: 04.12.2022 05:41 - 12:00

Die Störung zwischen Olten und Tecknau konnte behoben werden.
Es ist noch mit Verspätungen zu rechnen. https://t.co/7udoCjgEh7"
2022-12-04 08:01:04+00:00,"Einschränkungen im Bahnverkehr: Olten - Basel SBB: 04.12.2022 05:41 - 12:00

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen, Zugausfällen und Umleitungen zu rechnen.
Dauer der Einschränkung: bis mindestens 10:00 Uhr. https://t.co/JCijLmVvyc"
2022-12-04 07:40:02+00:00,"Einschränkungen im Bahnverkehr: Olten - Basel SBB: 04.12.2022 05:41 - 12:00

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Umleitungen zu rechnen.
Dauer der Einschränkung: bis mindestens 10:00 Uhr. https://t.co/baaMf1xg6b"
2022-12-04 07:13:32+00:00,"Einschränkungen im Bahnverkehr: Olten - Basel SBB: 04.12.2022 05:41 - 08:40

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen, Zugausfällen und Umleitungen zu rechnen.
Dauer der Einschränkung: bis mindestens 9:00 Uhr. https://t.co/b78cs0ozBI"
2022-12-04 06:40:04+00:00,"Einschränkungen im Bahnverkehr: Olten - Basel SBB: 04.12.2022 05:41 - 08:40

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen, Zugausfällen und Umleitungen zu rechnen.
Dauer der Einschränkung: bis mindestens 8:30 Uhr. https://t.co/Zl4WG2nD9W"
2022-12-04 05:58:03+00:00,"Einschränkungen im Bahnverkehr: Olten - Basel SBB: 04.12.2022 05:41 - 08:40

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen, Zugausfällen und Umleitungen zu rechnen.
Dauer der Einschränkung: bis mindestens 8:00 Uhr. https://t.co/LJvy03jrm8"
2022-12-04 05:11:32+00:00,"Einschränkungen im Bahnverkehr: Olten - Basel SBB: 04.12.2022 05:41 - 08:40

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Umleitungen zu rechnen.
Dauer der Einschränkung: unbestimmt. https://t.co/0D5WGLaNQH"
2022-12-04 05:05:03+00:00,"Einschränkungen im Bahnverkehr: Olten - Basel SBB: 04.12.2022 05:41 - 08:40

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Umleitungen zu rechnen.
Dauer der Einschränkung: unbestimmt.
Die SBB wird so schnell wie möglich weiter… https://t.co/WEo8nriTPC"
2022-12-03 18:58:32+00:00,"Endmeldung: Zürich HB - Thalwil: 03.12.2022 19:32 - 20:00

Die Störung zwischen Zürich Wollishofen und Kilchberg ZH konnte behoben werden.
Es ist noch mit Verspätungen und vereinzelten Zugausfällen zu rechnen. https://t.co/6rFIPLvjHo"
2022-12-03 18:44:32+00:00,"Einschränkungen im Bahnverkehr: Zürich HB - Thalwil: 03.12.2022 19:32 - 23:59

Grund: Personen in Gleisnähe.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Dauer der Einschränkung: unbestimmt.
Die SBB wird so schnell wie möglich weiter informieren. https://t.co/BMZ3lYGhaQ"
2022-12-03 05:54:32+00:00,"Endmeldung: Bern - Thun: 03.12.2022 06:15 - 06:51

Die Störung zwischen Münsingen und Thun konnte behoben werden.
Es ist noch mit Verspätungen und vereinzelten Zugausfällen zu rechnen. https://t.co/Qe6djeMYqh"
2022-12-03 05:41:07+00:00,"Endmeldung: Bern - Thun: 03.12.2022 06:15 - 09:15

Die Störung zwischen Münsingen und Thun konnte behoben werden.
Es ist noch mit Verspätungen und vereinzelten Zugausfällen zu rechnen. https://t.co/AaJ9Z23LVV"
2022-12-03 05:26:32+00:00,"Einschränkungen im Bahnverkehr: Bern - Thun: 03.12.2022 06:15 - 09:15

Grund: Technische Störung an der Bahnanlage.
Es ist mit Verspätungen und Zugausfällen zu rechnen.
Dauer der Einschränkung: unbestimmt. https://t.co/OvNqjZ3qUr"
2022-12-03 05:20:32+00:00,"Einschränkungen im Bahnverkehr: Bern - Thun: 03.12.2022 06:15 - 09:15

Grund: Technische Störung an der Bahnanlage in Uttigen.
Es ist mit Verspätungen zu rechnen.
Dauer der Einschränkung: unbestimmt.
Die SBB wird so schnell wie möglich weiter informieren. https://t.co/bGDInNGnkW"
2022-12-02 22:43:32+00:00,"Endmeldung: Zürich HB SZU - Langnau-Gattikon: 02.12.2022 22:28 - 23:36

Die Störung zwischen Zürich Saalsporthalle und Zürich Manegg konnte behoben werden.
Die Züge verkehren wieder nach Fahrplan. https://t.co/MaDM6qfWCM"
2022-12-02 22:37:05+00:00,"Endmeldung: Zürich HB SZU - Langnau-Gattikon: 02.12.2022 22:28 - 03.12.2022 02:00

Die Störung zwischen Zürich Saalsporthalle und Zürich Manegg konnte behoben werden.
Die Züge verkehren wieder nach Fahrplan. https://t.co/VRJ5tp67nf"
2022-12-02 21:41:02+00:00,"Einschränkungen im Bahnverkehr: Zürich HB SZU - Langnau-Gattikon: 02.12.2022 22:28 - 03.12.2022 02:00

Sämtliche Züge fallen aus.
Dauer der Einschränkung: unbestimmt. https://t.co/2bDTEX9dL0"
2022-12-02 19:01:35+00:00,"Endmeldung: Neuchâtel - Bern: 02.12.2022 19:50 - 19:56

Die Störung im Bahnhof Kerzers konnte behoben werden.
Es ist noch mit Verspätungen und vereinzelten Zugausfällen zu rechnen. https://t.co/paf5WFbOrD"
