Date Created,Tweets,Einschr_type,haltestellen,linien,von,bis
2023-03-16 23:19:33+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 17.03.2023 00:08 - 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37, ir27, s3.… ",Einschränkungen,basel sbb,ICE,2023-03-16 00:08:00,2023-03-16 12:00:00
2023-03-16 23:19:33+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 17.03.2023 00:08 - 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37, ir27, s3.… ",Einschränkungen,basel sbb,IC3,2023-03-16 00:08:00,2023-03-16 12:00:00
2023-03-16 23:19:33+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 17.03.2023 00:08 - 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37, ir27, s3.… ",Einschränkungen,basel sbb,IC2,2023-03-16 00:08:00,2023-03-16 12:00:00
2023-03-16 23:19:33+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 17.03.2023 00:08 - 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37, ir27, s3.… ",Einschränkungen,basel sbb,IR26,2023-03-16 00:08:00,2023-03-16 12:00:00
2023-03-16 23:19:33+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 17.03.2023 00:08 - 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37, ir27, s3.… ",Einschränkungen,basel sbb,IR37,2023-03-16 00:08:00,2023-03-16 12:00:00
2023-03-16 23:19:33+00:00,"einschränkungen im bahnverkehr: olten - basel sbb: 17.03.2023 00:08 - 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37, ir27, s3.… ",Einschränkungen,basel sbb,IR27,2023-03-16 00:08:00,2023-03-16 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,basel sbb,EC,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,basel sbb,ICE,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,basel sbb,IC3,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,basel sbb,IC2,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,basel sbb,IR26,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,basel sbb,IR37,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,olten,EC,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,olten,ICE,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,olten,IC3,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,olten,IC2,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,olten,IR26,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 21:02:02+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 16.03.2023 17:00 - 17.03.2023 12:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic, ic21, ir26, ir37,… ",Einschränkungen,olten,IR37,2023-03-16 17:00:00,2023-03-17 12:00:00
2023-03-16 15:27:02+00:00,"einschränkungen im bahnverkehr: meilen - rapperswil sg: 16.03.2023 15:59 - 18:59

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s6, s7, s20.
dauer der einschränkung: bis mindestens 19:00 uhr.

reisende von zürich hb nach… ",Einschränkungen,zürich hb,EC,2023-03-16 15:59:00,2023-03-16 18:59:00
2023-03-16 06:40:34+00:00,"endmeldung: bern wankdorf - zollikofen: 16.03.2023 07:28 - 07:38

die störung zwischen bern wankdorf und zollikofen konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,bern,EC,2023-03-16 07:28:00,2023-03-16 07:38:00
2023-03-15 23:47:08+00:00,"endmeldung: giubiasco - lugano: 15.03.2023 21:35 - 16.03.2023 00:43

die störung zwischen giubiasco und lugano konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,lugano,EC,2023-03-15 21:35:00,2023-03-16 00:43:00
2023-03-15 23:00:12+00:00,"endmeldung: giubiasco - lugano: 15.03.2023 21:35 - 23:35

die störung zwischen giubiasco und lugano konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,lugano,EC,2023-03-15 21:35:00,2023-03-15 23:35:00
2023-03-15 21:38:03+00:00,"einschränkungen im bahnverkehr: giubiasco - lugano: 15.03.2023 21:35 - 23:35

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: s10, ,s90, re80, ec, ic2, ic21.
dauer der… ",Einschränkungen,lugano,IC2,2023-03-15 21:35:00,2023-03-15 23:35:00
2023-03-13 15:07:32+00:00,"endmeldung: zürich hb, gleise 31-34 - zürich oerlikon: 13.03.2023 15:24 - 16:00

die störung zwischen zürich hb, gleise 31-34 und zürich oerlikon konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-03-13 15:24:00,2023-03-13 16:00:00
2023-03-13 14:46:33+00:00,"einschränkungen im bahnverkehr: zürich hb, gleise 31-34 - zürich oerlikon: 13.03.2023 15:24 - 18:30

grund: zug blockiert strecke.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ec, ic5, ic1, ic, ir75, ir13, s2, s42,… ",Einschränkungen,zürich hb,IC5,2023-03-13 15:24:00,2023-03-13 18:30:00
2023-03-13 14:46:33+00:00,"einschränkungen im bahnverkehr: zürich hb, gleise 31-34 - zürich oerlikon: 13.03.2023 15:24 - 18:30

grund: zug blockiert strecke.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ec, ic5, ic1, ic, ir75, ir13, s2, s42,… ",Einschränkungen,zürich hb,IC1,2023-03-13 15:24:00,2023-03-13 18:30:00
2023-03-13 13:58:02+00:00,"endmeldung: luzern: 13.03.2023 13:42 - 14:53

die störung im bahnhof luzern konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,luzern,EC,2023-03-13 13:42:00,2023-03-13 14:53:00
2023-03-13 08:29:33+00:00,"endmeldung: bern: 13.03.2023 05:47 - 09:25

die störung im bahnhof bern konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2023-03-13 05:47:00,2023-03-13 09:25:00
2023-03-11 19:34:04+00:00,"endmeldung: basel sbb - brugg ag: 11.03.2023 19:26 - 20:30

die störung zwischen pratteln und kaiseraugst konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-03-11 19:26:00,2023-03-11 20:30:00
2023-03-11 18:57:03+00:00,"einschränkungen im bahnverkehr: basel sbb - brugg ag: 11.03.2023 19:26 - 22:26

grund: fahrleitungsstörung.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ir36, s 1.
dauer der einschränkung: vom 11.3.2023, 19:15 uhr bis… ",Einschränkungen,basel sbb,IR36,2023-03-11 19:26:00,2023-03-11 22:26:00
2023-03-10 18:21:07+00:00,"endmeldung: luzern - meiringen: 10.03.2023 17:58 - 19:15

die störung zwischen lungern und brünig-hasliberg konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,luzern,EC,2023-03-10 17:58:00,2023-03-10 19:15:00
2023-03-10 18:07:08+00:00,"endmeldung: lugano: 10.03.2023 18:15 - 18:38

die störung im bahnhof lugano konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,lugano,EC,2023-03-10 18:15:00,2023-03-10 18:38:00
2023-03-10 17:09:34+00:00,"endmeldung: biel/bienne - bern: 10.03.2023 16:38 - 18:07

die störung zwischen biel/bienne und lyss konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2023-03-10 16:38:00,2023-03-10 18:07:00
2023-03-10 08:29:33+00:00,"endmeldung: zürich hb szu - sihlwald: 10.03.2023 08:23 - 09:26

die störung zwischen zürich brunau und zürich manegg konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-03-10 08:23:00,2023-03-10 09:26:00
2023-03-09 11:43:05+00:00,"endmeldung: olten - bern: 09.03.2023 12:21 - 12:28

die störung zwischen olten und bern konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,olten,EC,2023-03-09 12:21:00,2023-03-09 12:28:00
2023-03-09 11:43:05+00:00,"endmeldung: olten - bern: 09.03.2023 12:21 - 12:28

die störung zwischen olten und bern konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2023-03-09 12:21:00,2023-03-09 12:28:00
2023-03-08 19:56:33+00:00,"endmeldung: luzern - rotkreuz: 08.03.2023 20:09 - 20:49

die störung zwischen luzern und ebikon konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,luzern,EC,2023-03-08 20:09:00,2023-03-08 20:49:00
2023-03-08 19:36:02+00:00,"einschränkungen im bahnverkehr: luzern - rotkreuz: 08.03.2023 20:09 - 23:09

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic21, ir26, ir70, ir75, s1.
dauer der einschränkung: bis voraussichtlich… ",Einschränkungen,luzern,IC2,2023-03-08 20:09:00,2023-03-08 23:09:00
2023-03-08 19:36:02+00:00,"einschränkungen im bahnverkehr: luzern - rotkreuz: 08.03.2023 20:09 - 23:09

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic21, ir26, ir70, ir75, s1.
dauer der einschränkung: bis voraussichtlich… ",Einschränkungen,luzern,IR26,2023-03-08 20:09:00,2023-03-08 23:09:00
2023-03-08 14:14:32+00:00,"endmeldung: olten - liestal: 08.03.2023 15:00 - 15:13

die störung im bahnhof gelterkinden konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2023-03-08 15:00:00,2023-03-08 15:13:00
2023-03-08 08:32:34+00:00,"einschränkungen im bahnverkehr: fribourg/freiburg - bern: 08.03.2023 09:21 - 12:21

grund: zug blockiert strecke in schmitten fr.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic1, ir15, re3, re2, s1.
dauer der einschränkung:… ",Einschränkungen,bern,EC,2023-03-08 09:21:00,2023-03-08 12:21:00
2023-03-08 08:32:34+00:00,"einschränkungen im bahnverkehr: fribourg/freiburg - bern: 08.03.2023 09:21 - 12:21

grund: zug blockiert strecke in schmitten fr.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic1, ir15, re3, re2, s1.
dauer der einschränkung:… ",Einschränkungen,bern,IC1,2023-03-08 09:21:00,2023-03-08 12:21:00
2023-03-08 08:32:34+00:00,"einschränkungen im bahnverkehr: fribourg/freiburg - bern: 08.03.2023 09:21 - 12:21

grund: zug blockiert strecke in schmitten fr.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic1, ir15, re3, re2, s1.
dauer der einschränkung:… ",Einschränkungen,bern,IR15,2023-03-08 09:21:00,2023-03-08 12:21:00
2023-03-06 15:06:03+00:00,"einschränkungen im bahnverkehr: giubiasco - lugano: 06.03.2023 15:53 - 18:53

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: unbestimmt.
die sbb wird so schnell wie möglich weiter informieren. ",Einschränkungen,lugano,EC,2023-03-06 15:53:00,2023-03-06 18:53:00
2023-03-06 12:40:02+00:00,"einschränkungen im bahnverkehr: bern - thun: 06.03.2023 13:36 - 16:36

grund: personen in gleisnähe in münsingen.
es ist mit verspätungen zu rechnen.
dauer der einschränkung: unbestimmt. ",Einschränkungen,bern,EC,2023-03-06 13:36:00,2023-03-06 16:36:00
2023-03-06 07:07:33+00:00,"einschränkungen im bahnverkehr: luzern - giswil: 06.03.2023 07:58 - 10:58

grund: technische störung an der bahnanlage in alpnachstad.
es ist mit verspätungen zu rechnen.
dauer der einschränkung: unbestimmt. ",Einschränkungen,luzern,EC,2023-03-06 07:58:00,2023-03-06 10:58:00
2023-03-06 04:36:33+00:00,"einschränkungen im bahnverkehr: lausanne - bern: 06.03.2023 05:27 - 08:27

grund: technische störung an der bahnanlage.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic1, ir15, s9. s8, s7, s6, s5.
dauer der einschränkung:… ",Einschränkungen,bern,IC1,2023-03-06 05:27:00,2023-03-06 08:27:00
2023-03-06 04:36:33+00:00,"einschränkungen im bahnverkehr: lausanne - bern: 06.03.2023 05:27 - 08:27

grund: technische störung an der bahnanlage.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic1, ir15, s9. s8, s7, s6, s5.
dauer der einschränkung:… ",Einschränkungen,bern,IR15,2023-03-06 05:27:00,2023-03-06 08:27:00
2023-03-05 17:18:34+00:00,"einschränkungen im bahnverkehr: luzern - lenzburg: 05.03.2023 15:24 - 18:30

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s9.
dauer der einschränkung: bis voraussichtlich 18:30 uhr.

bahnersatzfahrt: lenzburg, bahnhof - beinwil… ",Einschränkungen,luzern,EC,2023-03-05 15:24:00,2023-03-05 18:30:00
2023-03-03 11:50:04+00:00,"endmeldung: winterthur - zürich hb: 03.03.2023 12:27 - 12:48

die störung im bahnhof effretikon konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-03-03 12:27:00,2023-03-03 12:48:00
2023-03-01 15:59:11+00:00,"endmeldung: bern - fribourg/freiburg: 01.03.2023 15:47 - 16:55

die störung zwischen bern bümpliz süd und thörishaus station konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2023-03-01 15:47:00,2023-03-01 16:55:00
2023-03-01 12:02:11+00:00,"endmeldung: zürich hb - thalwil: 01.03.2023 12:47 - 12:55

die störung zwischen rüschlikon und thalwil konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-03-01 12:47:00,2023-03-01 12:55:00
2023-03-01 10:59:32+00:00,"einschränkungen im bahnverkehr: st. gallen - wattwil: 01.03.2023 09:50 - 12:15

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ir, s2, s4.
dauer der einschränkung: bis voraussichtlich 12:15 uhr.

reisende von luzern, pfäffikon sz… ",Einschränkungen,st. gallen,EC,2023-03-01 09:50:00,2023-03-01 12:15:00
2023-03-01 10:59:32+00:00,"einschränkungen im bahnverkehr: st. gallen - wattwil: 01.03.2023 09:50 - 12:15

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ir, s2, s4.
dauer der einschränkung: bis voraussichtlich 12:15 uhr.

reisende von luzern, pfäffikon sz… ",Einschränkungen,luzern,EC,2023-03-01 09:50:00,2023-03-01 12:15:00
2023-02-28 08:56:34+00:00,"endmeldung: luzern - lenzburg: 28.02.2023 08:16 - 10:10

die störung zwischen hochdorf und hitzkirch konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,luzern,EC,2023-02-28 08:16:00,2023-02-28 10:10:00
2023-02-27 22:18:33+00:00,"endmeldung: basel sbb - freiburg (breisgau) hbf: 27.02.2023 20:33 - 23:17

die störung zwischen müllheim (baden) und bad krozingen konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-02-27 20:33:00,2023-02-27 23:17:00
2023-02-27 21:09:03+00:00,"einschränkungen im bahnverkehr: basel sbb - freiburg (breisgau) hbf: 27.02.2023 20:33 - 28.02.2023 02:33

es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: bis voraussichtlich 23:30 uhr. ",Einschränkungen,basel sbb,EC,2023-02-27 20:33:00,2023-02-28 02:33:00
2023-02-25 17:32:02+00:00,"einschränkungen im bahnverkehr: kerzers - neuchâtel: 25.02.2023 18:22 - 21:22

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: unbestimmt.

reisende von bern nach neuchâtel reisen via biel/bienne. ",Einschränkungen,bern,EC,2023-02-25 18:22:00,2023-02-25 21:22:00
2023-02-25 05:39:32+00:00,"endmeldung: st. gallen - wattwil: 25.02.2023 06:19 - 06:30

die störung zwischen herisau und schachen (herisau) konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,st. gallen,EC,2023-02-25 06:19:00,2023-02-25 06:30:00
2023-02-24 12:25:04+00:00,"einschränkungen im bahnverkehr: pfäffikon sz - zürich hb: 24.02.2023 13:00 - 13:30

grund: technische störung an der bahnanlage.
es ist mit verspätungen zu rechnen.
betroffene linien: rjx, s25. ",Einschränkungen,zürich hb,EC,2023-02-24 13:00:00,2023-02-24 13:30:00
2023-02-24 07:12:07+00:00,"einschränkungen im bahnverkehr: fribourg/freiburg - lausanne: 24.02.2023 06:45 - 10:30

sämtliche züge fallen aus.
betroffene linien: ic1, ir15, re2, re3, s20, s21.

reisende von genève-aéroport, genève und lausanne nach bern reisen via biel/bienne.… ",Einschränkungen,bern,IC1,2023-02-24 06:45:00,2023-02-24 10:30:00
2023-02-24 07:12:07+00:00,"einschränkungen im bahnverkehr: fribourg/freiburg - lausanne: 24.02.2023 06:45 - 10:30

sämtliche züge fallen aus.
betroffene linien: ic1, ir15, re2, re3, s20, s21.

reisende von genève-aéroport, genève und lausanne nach bern reisen via biel/bienne.… ",Einschränkungen,bern,IR15,2023-02-24 06:45:00,2023-02-24 10:30:00
2023-02-24 04:04:32+00:00,"einschränkungen im bahnverkehr: trogen - st. gallen: 24.02.2023 03:52 - 05:52

grund: brand in gleisnähe.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s21.
dauer der einschränkung: bis voraussichtlich 5:20 uhr.
… ",Einschränkungen,st. gallen,EC,2023-02-24 03:52:00,2023-02-24 05:52:00
2023-02-23 07:04:03+00:00,"endmeldung: luzern - lenzburg: 23.02.2023 06:25 - 07:57

die störung zwischen beinwil am see und lenzburg konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,luzern,EC,2023-02-23 06:25:00,2023-02-23 07:57:00
2023-02-21 21:01:34+00:00,"endmeldung: bern - thun: 21.02.2023 21:26 - 22:10

die störung im bahnhof münsingen konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,bern,EC,2023-02-21 21:26:00,2023-02-21 22:10:00
2023-02-21 20:32:06+00:00,"einschränkungen im bahnverkehr: bern - thun: 21.02.2023 21:26 - 22.02.2023 00:27

grund: personen in gleisnähe in münsingen.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
die sbb wird so schnell wie möglich weiter informieren. ",Einschränkungen,bern,EC,2023-02-21 21:26:00,2023-02-22 00:27:00
2023-02-21 15:22:03+00:00,"endmeldung: olten - bern: 21.02.2023 15:53 - 16:20

die störung zwischen olten und bern konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,olten,EC,2023-02-21 15:53:00,2023-02-21 16:20:00
2023-02-20 19:19:03+00:00,"endmeldung: zürich hb - dietikon: 20.02.2023 19:51 - 20:16

die störung im bahnhof schlieren konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-02-20 19:51:00,2023-02-20 20:16:00
2023-02-18 22:38:32+00:00,"endmeldung: herisau - st. gallen: 18.02.2023 21:54 - 23:36

die störung zwischen herisau und schachen (herisau) konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,st. gallen,EC,2023-02-18 21:54:00,2023-02-18 23:36:00
2023-02-18 22:17:34+00:00,"endmeldung: herisau - st. gallen: 18.02.2023 21:54 - 19.02.2023 00:30

die störung zwischen herisau und schachen (herisau) konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,st. gallen,EC,2023-02-18 21:54:00,2023-02-19 00:30:00
2023-02-18 11:41:32+00:00,"endmeldung: zürich hb szu - uetliberg: 18.02.2023 11:53 - 12:45

die störung zwischen zürich triemli und uitikon waldegg konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-02-18 11:53:00,2023-02-18 12:45:00
2023-02-18 11:12:33+00:00,"einschränkungen im bahnverkehr: zürich hb - zug: 18.02.2023 11:05 - 15:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ec, ic2, ir46, ir.
dauer der einschränkung:… ",Einschränkungen,zürich hb,IC2,2023-02-18 11:05:00,2023-02-18 15:00:00
2023-02-16 07:26:33+00:00,"einschränkungen im bahnverkehr: zürich hb - urdorf: 16.02.2023 07:52 - 11:52

grund: fahrleitungsstörung in zürich altstetten.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: s5, s14, s19.
dauer der einschränkung:… ",Einschränkungen,zürich hb,EC,2023-02-16 07:52:00,2023-02-16 11:52:00
2023-02-15 17:09:33+00:00,"endmeldung: st. gallen - trogen: 15.02.2023 17:42 - 18:10

die störung zwischen speicher und trogen konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,st. gallen,EC,2023-02-15 17:42:00,2023-02-15 18:10:00
2023-02-15 10:01:33+00:00,"endmeldung: basel sbb - strasbourg: 15.02.2023 08:20 - 11:20

die störung zwischen mulhouse und strasbourg konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-02-15 08:20:00,2023-02-15 11:20:00
2023-02-14 10:52:06+00:00,"endmeldung: bern - olten: 14.02.2023 11:09 - 11:22

die störung zwischen bern und olten konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,bern,EC,2023-02-14 11:09:00,2023-02-14 11:22:00
2023-02-14 10:52:06+00:00,"endmeldung: bern - olten: 14.02.2023 11:09 - 11:22

die störung zwischen bern und olten konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2023-02-14 11:09:00,2023-02-14 11:22:00
2023-02-13 18:17:08+00:00,"endmeldung: olten - basel sbb: 13.02.2023 19:00 - 19:15

die störung zwischen olten und basel sbb konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2023-02-13 19:00:00,2023-02-13 19:15:00
2023-02-13 18:17:08+00:00,"endmeldung: olten - basel sbb: 13.02.2023 19:00 - 19:15

die störung zwischen olten und basel sbb konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-02-13 19:00:00,2023-02-13 19:15:00
2023-02-13 15:17:02+00:00,"endmeldung: olten - bern: 13.02.2023 15:16 - 16:09

die störung zwischen olten und bern konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2023-02-13 15:16:00,2023-02-13 16:09:00
2023-02-13 14:53:34+00:00,"einschränkungen im bahnverkehr: olten - bern: 13.02.2023 15:16 - 18:16

grund: zug blockiert strecke.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ic1, ic5, ic6, ic8, ic61, ic81, ir15, ir16.
dauer der… ",Einschränkungen,olten,IC1,2023-02-13 15:16:00,2023-02-13 18:16:00
