Date Created,Tweets,Einschr_type,haltestellen,linien,von,bis
2023-01-31 19:07:32+00:00,"einschränkungen im bahnverkehr: zürich hb - zürich flughafen: 31.01.2023 19:54 - 23:00

grund: fahrleitungsstörung.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ec (zürich hb - münchen hbf), ic5, ic8, ic81, ir36,… ",Einschränkungen,zürich hb,IC5,2023-01-31 19:54:00,2023-01-31 23:00:00
2023-01-31 19:07:32+00:00,"einschränkungen im bahnverkehr: zürich hb - zürich flughafen: 31.01.2023 19:54 - 23:00

grund: fahrleitungsstörung.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ec (zürich hb - münchen hbf), ic5, ic8, ic81, ir36,… ",Einschränkungen,zürich hb,IC8,2023-01-31 19:54:00,2023-01-31 23:00:00
2023-01-31 19:07:32+00:00,"einschränkungen im bahnverkehr: zürich hb - zürich flughafen: 31.01.2023 19:54 - 23:00

grund: fahrleitungsstörung.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ec (zürich hb - münchen hbf), ic5, ic8, ic81, ir36,… ",Einschränkungen,zürich hb,IR36,2023-01-31 19:54:00,2023-01-31 23:00:00
2023-01-30 18:42:33+00:00,"einschränkungen im bahnverkehr: zürich hb szu - uetliberg: 30.01.2023 19:20 - 23:00

grund: fahrleitungsstörung.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s 10.
dauer der einschränkung: unbestimmt.

reisende von zürich hb… ",Einschränkungen,zürich hb,EC,2023-01-30 19:20:00,2023-01-30 23:00:00
2023-01-29 22:03:07+00:00,"endmeldung: zürich hb - lenzburg: 29.01.2023 18:00 - 23:00

die störung zwischen dietikon und killwangen-spreitenbach konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-01-29 18:00:00,2023-01-29 23:00:00
2023-01-29 16:17:03+00:00,"einschränkungen im bahnverkehr: zürich hb - lenzburg: 29.01.2023 15:14 - 20:14

grund: fahrleitungsstörung.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: unbestimmt.

reisende von zürich hb nach bern reisen via luzern.… ",Einschränkungen,bern,EC,2023-01-29 15:14:00,2023-01-29 20:14:00
2023-01-29 16:17:03+00:00,"einschränkungen im bahnverkehr: zürich hb - lenzburg: 29.01.2023 15:14 - 20:14

grund: fahrleitungsstörung.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: unbestimmt.

reisende von zürich hb nach bern reisen via luzern.… ",Einschränkungen,luzern,EC,2023-01-29 15:14:00,2023-01-29 20:14:00
2023-01-28 12:28:33+00:00,"einschränkungen im bahnverkehr: zürich hb - langnau-gattikon: 28.01.2023 13:07 - 14:30

grund: barrierenstörung.
es ist mit verspätungen zu rechnen.
dauer der einschränkung: unbestimmt. ",Einschränkungen,zürich hb,EC,2023-01-28 13:07:00,2023-01-28 14:30:00
2023-01-27 15:00:32+00:00,"endmeldung: basel sbb - olten: 27.01.2023 13:02 - 16:00

die störung zwischen basel sbb und pratteln konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 15:00:32+00:00,"endmeldung: basel sbb - olten: 27.01.2023 13:02 - 16:00

die störung zwischen basel sbb und pratteln konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,olten,EC,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,basel sbb,ICE,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,basel sbb,IC3,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,basel sbb,IC6,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,basel sbb,IC2,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,basel sbb,IR26,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,basel sbb,IR27,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,basel sbb,IR36,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,basel sbb,IR37,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,olten,ICE,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,olten,IC3,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,olten,IC6,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,olten,IC2,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,olten,IR26,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,olten,IR27,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,olten,IR36,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 13:17:36+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 27.01.2023 13:02 - 16:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic61, ic21, ir26, ir27, ir36, ir37, s 1, s 3.
dauer der einschränkung: bis… ",Einschränkungen,olten,IR37,2023-01-27 13:02:00,2023-01-27 16:00:00
2023-01-27 09:03:34+00:00,"endmeldung: olten - luzern: 27.01.2023 06:29 - 10:02

die störung zwischen nebikon und sursee konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,luzern,EC,2023-01-27 06:29:00,2023-01-27 10:02:00
2023-01-27 07:51:33+00:00,"einschränkungen im bahnverkehr: olten - luzern: 27.01.2023 06:29 - 10:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: re, ir15, ir26, ir27, ic21, s 29.
dauer der einschränkung: bis voraussichtlich 10:00 uhr.

reisende von… ",Einschränkungen,olten,IR15,2023-01-27 06:29:00,2023-01-27 10:00:00
2023-01-27 07:51:33+00:00,"einschränkungen im bahnverkehr: olten - luzern: 27.01.2023 06:29 - 10:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: re, ir15, ir26, ir27, ic21, s 29.
dauer der einschränkung: bis voraussichtlich 10:00 uhr.

reisende von… ",Einschränkungen,luzern,IR15,2023-01-27 06:29:00,2023-01-27 10:00:00
2023-01-27 07:51:33+00:00,"einschränkungen im bahnverkehr: olten - luzern: 27.01.2023 06:29 - 10:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: re, ir15, ir26, ir27, ic21, s 29.
dauer der einschränkung: bis voraussichtlich 10:00 uhr.

reisende von… ",Einschränkungen,luzern,IR26,2023-01-27 06:29:00,2023-01-27 10:00:00
2023-01-27 07:51:33+00:00,"einschränkungen im bahnverkehr: olten - luzern: 27.01.2023 06:29 - 10:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: re, ir15, ir26, ir27, ic21, s 29.
dauer der einschränkung: bis voraussichtlich 10:00 uhr.

reisende von… ",Einschränkungen,luzern,IR27,2023-01-27 06:29:00,2023-01-27 10:00:00
2023-01-27 07:51:33+00:00,"einschränkungen im bahnverkehr: olten - luzern: 27.01.2023 06:29 - 10:00

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: re, ir15, ir26, ir27, ic21, s 29.
dauer der einschränkung: bis voraussichtlich 10:00 uhr.

reisende von… ",Einschränkungen,luzern,IC2,2023-01-27 06:29:00,2023-01-27 10:00:00
2023-01-25 22:31:07+00:00,"endmeldung: luzern - sursee: 25.01.2023 20:53 - 23:11

die störung zwischen emmenbrücke gersag und rothenburg station konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,luzern,EC,2023-01-25 20:53:00,2023-01-25 23:11:00
2023-01-25 21:32:02+00:00,"einschränkungen im bahnverkehr: luzern - sursee: 25.01.2023 20:53 - 26.01.2023 01:53

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: bis voraussichtlich 23:30 uhr. ",Einschränkungen,luzern,EC,2023-01-25 20:53:00,2023-01-26 01:53:00
2023-01-25 10:57:32+00:00,"endmeldung: bern - münchenbuchsee: 25.01.2023 10:55 - 11:50

die störung zwischen bern wankdorf und zollikofen konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2023-01-25 10:55:00,2023-01-25 11:50:00
2023-01-24 09:33:35+00:00,"einschränkungen im bahnverkehr: lausanne - kerzers: 24.01.2023 09:50 - 14:00

grund: technische störung an der bahnanlage.
sämtliche züge fallen aus.
betroffene linien: s5, s9, s20, s21.
dauer der einschränkung: unbestimmt.

reisende von bern nach… ",Einschränkungen,bern,EC,2023-01-24 09:50:00,2023-01-24 14:00:00
2023-01-24 07:04:32+00:00,"einschränkungen im bahnverkehr: luzern - arth-goldau: 24.01.2023 07:21 - 10:21

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ir, s3.
dauer der einschränkung: bis… ",Einschränkungen,luzern,EC,2023-01-24 07:21:00,2023-01-24 10:21:00
2023-01-23 14:24:04+00:00,"einschränkungen im bahnverkehr: neuchâtel - kerzers: 23.01.2023 14:59 - 17:59

grund: umgestürzter baum.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: bis voraussichtlich 16:30 uhr.

reisende von bern nach neuchâtel reisen… ",Einschränkungen,bern,EC,2023-01-23 14:59:00,2023-01-23 17:59:00
2023-01-23 06:10:32+00:00,"endmeldung: zürich hb: 23.01.2023 06:40 - 07:01

die störung im bahnhof zürich hb konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-01-23 06:40:00,2023-01-23 07:01:00
2023-01-22 11:26:31+00:00,"einschränkungen im bahnverkehr: basel bad bf: 22.01.2023 12:18 - 15:18

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice. ec.

reisende von basel sbb nach basel bad bf benützen die s 6. ",Einschränkungen,basel sbb,EC,2023-01-22 12:18:00,2023-01-22 15:18:00
2023-01-22 11:26:31+00:00,"einschränkungen im bahnverkehr: basel bad bf: 22.01.2023 12:18 - 15:18

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ice. ec.

reisende von basel sbb nach basel bad bf benützen die s 6. ",Einschränkungen,basel sbb,ICE,2023-01-22 12:18:00,2023-01-22 15:18:00
2023-01-21 17:40:33+00:00,"endmeldung: luzern - olten: 21.01.2023 16:59 - 18:35

die störung zwischen emmenbrücke und sempach-neuenkirch konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,luzern,EC,2023-01-21 16:59:00,2023-01-21 18:35:00
2023-01-21 17:40:33+00:00,"endmeldung: luzern - olten: 21.01.2023 16:59 - 18:35

die störung zwischen emmenbrücke und sempach-neuenkirch konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2023-01-21 16:59:00,2023-01-21 18:35:00
2023-01-20 18:06:34+00:00,"einschränkungen im bahnverkehr: bern - olten: 20.01.2023 19:00 - 21:00

grund: zug blockiert strecke.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
dauer der einschränkung: unbestimmt. ",Einschränkungen,bern,EC,2023-01-20 19:00:00,2023-01-20 21:00:00
2023-01-20 18:06:34+00:00,"einschränkungen im bahnverkehr: bern - olten: 20.01.2023 19:00 - 21:00

grund: zug blockiert strecke.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
dauer der einschränkung: unbestimmt. ",Einschränkungen,olten,EC,2023-01-20 19:00:00,2023-01-20 21:00:00
2023-01-20 10:49:32+00:00,"einschränkungen im bahnverkehr: basel sbb - zell (wiesental): 20.01.2023 10:16 - 17:16

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s6.
dauer der einschränkung: unbestimmt. ",Einschränkungen,basel sbb,EC,2023-01-20 10:16:00,2023-01-20 17:16:00
2023-01-19 23:15:32+00:00,"endmeldung: bern - interlaken ost: 19.01.2023 22:49 - 20.01.2023 00:11

die störung zwischen spiez und interlaken ost konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,bern,EC,2023-01-19 22:49:00,2023-01-20 00:11:00
2023-01-19 21:04:03+00:00,"einschränkungen im bahnverkehr: zürich hb - pfäffikon sz: 19.01.2023 21:55 - 20.01.2023 00:55

grund: technische störung an der bahnanlage.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: unbestimmt.
die sbb wird so schnell… ",Einschränkungen,zürich hb,EC,2023-01-19 21:55:00,2023-01-20 00:55:00
2023-01-19 19:07:32+00:00,"endmeldung: lugano: 19.01.2023 18:34 - 20:03

die störung im bahnhof lugano konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,lugano,EC,2023-01-19 18:34:00,2023-01-19 20:03:00
2023-01-19 07:24:03+00:00,"endmeldung: bern - schwarzenburg: 19.01.2023 08:14 - 08:18

die störung zwischen niederscherli und mittelhäusern konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2023-01-19 08:14:00,2023-01-19 08:18:00
2023-01-19 07:10:04+00:00,"endmeldung: olten - bern: 19.01.2023 06:04 - 08:04

die störung zwischen olten und bern konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,olten,EC,2023-01-19 06:04:00,2023-01-19 08:04:00
2023-01-19 06:13:32+00:00,"endmeldung: luzern - wolhusen: 19.01.2023 06:06 - 07:07

die störung zwischen luzern und littau konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,luzern,EC,2023-01-19 06:06:00,2023-01-19 07:07:00
2023-01-18 14:56:09+00:00,"einschränkungen im bahnverkehr: basel sbb: 18.01.2023 15:49 - 18:49

grund: technische störung an der bahnanlage.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: bis voraussichtlich 17:00 uhr. ",Einschränkungen,basel sbb,EC,2023-01-18 15:49:00,2023-01-18 18:49:00
2023-01-18 10:06:34+00:00,"einschränkungen im bahnverkehr: zürich hb - winterthur: 18.01.2023 10:52 - 13:52

grund: fahrleitungsstörung.
es ist mit verspätungen zu rechnen.
dauer der einschränkung: unbestimmt.
die sbb wird so schnell wie möglich weiter informieren. ",Einschränkungen,zürich hb,EC,2023-01-18 10:52:00,2023-01-18 13:52:00
2023-01-18 10:06:32+00:00,"endmeldung: luzern - olten: 18.01.2023 09:49 - 11:00

die störung im bahnhof nebikon konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,luzern,EC,2023-01-18 09:49:00,2023-01-18 11:00:00
2023-01-18 10:06:32+00:00,"endmeldung: luzern - olten: 18.01.2023 09:49 - 11:00

die störung im bahnhof nebikon konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2023-01-18 09:49:00,2023-01-18 11:00:00
2023-01-18 08:16:33+00:00,"unterbruch lugano flp - ponte tresa: 18.01.2023 08:59 - 19.01.2023 09:00

der bahnverkehr auf der strecke lugano flp - ponte tresa ist zwischen lugano flp und ponte tresa unterbrochen.
 betroffen ist die linie s 60.
 reisende zwischen lugano flp und… ",Unterbruch,lugano,EC,2023-01-18 08:59:00,2023-01-19 09:00:00
2023-01-17 19:54:32+00:00,"einschränkungen im bahnverkehr: winterthur - wil sg: 17.01.2023 20:23 - 23:23

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ec, ic5, ic1, ir13, s35, s12.
dauer der einschränkung: unbestimmt.

reisende von zürich hb, zürich… ",Einschränkungen,zürich hb,EC,2023-01-17 20:23:00,2023-01-17 23:23:00
2023-01-17 19:54:32+00:00,"einschränkungen im bahnverkehr: winterthur - wil sg: 17.01.2023 20:23 - 23:23

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ec, ic5, ic1, ir13, s35, s12.
dauer der einschränkung: unbestimmt.

reisende von zürich hb, zürich… ",Einschränkungen,zürich hb,IC5,2023-01-17 20:23:00,2023-01-17 23:23:00
2023-01-17 19:54:32+00:00,"einschränkungen im bahnverkehr: winterthur - wil sg: 17.01.2023 20:23 - 23:23

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ec, ic5, ic1, ir13, s35, s12.
dauer der einschränkung: unbestimmt.

reisende von zürich hb, zürich… ",Einschränkungen,zürich hb,IC1,2023-01-17 20:23:00,2023-01-17 23:23:00
2023-01-17 18:45:33+00:00,"endmeldung: basel sbb - brugg ag: 17.01.2023 19:18 - 19:40

die störung zwischen rheinfelden und möhlin konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-01-17 19:18:00,2023-01-17 19:40:00
2023-01-17 18:31:33+00:00,"einschränkungen im bahnverkehr: basel sbb - brugg ag: 17.01.2023 19:18 - 22:18

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: s 1, ir36.
dauer der einschränkung: bis… ",Einschränkungen,basel sbb,IR36,2023-01-17 19:18:00,2023-01-17 22:18:00
2023-01-15 17:19:31+00:00,"endmeldung: st. gallen - trogen: 15.01.2023 17:40 - 18:14

die störung zwischen vögelinsegg und trogen konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,st. gallen,EC,2023-01-15 17:40:00,2023-01-15 18:14:00
2023-01-15 16:24:32+00:00,"endmeldung: zürich hb - arth-goldau: 15.01.2023 14:07 - 17:18

die störung zwischen zug und walchwil konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-01-15 14:07:00,2023-01-15 17:18:00
2023-01-15 07:50:02+00:00,"endmeldung: bern wankdorf: 15.01.2023 08:35 - 08:48

die störung im bahnhof bern wankdorf konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,bern,EC,2023-01-15 08:35:00,2023-01-15 08:48:00
2023-01-13 11:13:03+00:00,"endmeldung: zürich hb - aarau: 13.01.2023 11:26 - 12:09

die störung zwischen dietikon und killwangen-spreitenbach konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-01-13 11:26:00,2023-01-13 12:09:00
2023-01-13 11:06:33+00:00,"einschränkungen im bahnverkehr: zürich hb - aarau: 13.01.2023 11:26 - 15:03

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: re, ir35, ic1, ic5.
dauer der einschränkung: unbestimmt. ",Einschränkungen,zürich hb,IC1,2023-01-13 11:26:00,2023-01-13 15:03:00
2023-01-13 11:06:33+00:00,"einschränkungen im bahnverkehr: zürich hb - aarau: 13.01.2023 11:26 - 15:03

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: re, ir35, ic1, ic5.
dauer der einschränkung: unbestimmt. ",Einschränkungen,zürich hb,IC5,2023-01-13 11:26:00,2023-01-13 15:03:00
2023-01-13 04:17:05+00:00,"einschränkungen im bahnverkehr: bern - langnau i.e.: 13.01.2023 05:00 - 08:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: bis voraussichtlich 6:30 uhr. ",Einschränkungen,bern,EC,2023-01-13 05:00:00,2023-01-13 08:00:00
2023-01-12 18:40:32+00:00,"endmeldung: olten - basel sbb: 12.01.2023 18:19 - 19:35

die störung zwischen olten und gelterkinden konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2023-01-12 18:19:00,2023-01-12 19:35:00
2023-01-12 18:40:32+00:00,"endmeldung: olten - basel sbb: 12.01.2023 18:19 - 19:35

die störung zwischen olten und gelterkinden konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-01-12 18:19:00,2023-01-12 19:35:00
2023-01-12 05:19:33+00:00,"einschränkungen im bahnverkehr: payerne - kerzers: 12.01.2023 05:01 - 06:30

grund: technische störung an der bahnanlage.
sämtliche züge fallen aus.
betroffene linien: s5, s9.

reisende von payerne nach bern reisen via fribourg/freiburg.
… ",Einschränkungen,bern,EC,2023-01-12 05:01:00,2023-01-12 06:30:00
2023-01-11 18:55:03+00:00,"endmeldung: bern - olten: 11.01.2023 19:33 - 19:52

die störung zwischen bern und olten konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,bern,EC,2023-01-11 19:33:00,2023-01-11 19:52:00
2023-01-11 18:55:03+00:00,"endmeldung: bern - olten: 11.01.2023 19:33 - 19:52

die störung zwischen bern und olten konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2023-01-11 19:33:00,2023-01-11 19:52:00
2023-01-11 10:12:05+00:00,"endmeldung: basel sbb - offenburg: 11.01.2023 10:06 - 12:00

die störung zwischen freiburg (breisgau) gbf und offenburg konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-01-11 10:06:00,2023-01-11 12:00:00
2023-01-11 05:05:02+00:00,"einschränkungen im bahnverkehr: zürich hb - zürich hardbrücke: 11.01.2023 05:23 - 08:30

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: s3, s5, s12, s20, s23.
dauer der… ",Einschränkungen,zürich hb,EC,2023-01-11 05:23:00,2023-01-11 08:30:00
2023-01-10 20:21:33+00:00,"einschränkungen im bahnverkehr: zürich hb - sihlwald: 10.01.2023 21:07 - 11.01.2023 00:40

grund: technische störung an der bahnanlage.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s4.
dauer der einschränkung: bis… ",Einschränkungen,zürich hb,EC,2023-01-10 21:07:00,2023-01-11 00:40:00
2023-01-10 19:55:32+00:00,"einschränkungen im bahnverkehr: zürich hb - sihlwald: 10.01.2023 17:20 - 22:00

grund: technische störung an der bahnanlage.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s4.
dauer der einschränkung: bis voraussichtlich 0:40… ",Einschränkungen,zürich hb,EC,2023-01-10 17:20:00,2023-01-10 22:00:00
2023-01-10 10:44:02+00:00,"endmeldung: basel sbb - olten: 10.01.2023 10:59 - 11:36

die störung im bahnhof liestal konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-01-10 10:59:00,2023-01-10 11:36:00
2023-01-10 10:44:02+00:00,"endmeldung: basel sbb - olten: 10.01.2023 10:59 - 11:36

die störung im bahnhof liestal konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2023-01-10 10:59:00,2023-01-10 11:36:00
